id;arr_ts;epoch_ts;vendor;frame_nr;subtype;mac_address;rssi;seq_num;ht_capabilities;ht_ampdu;tag_nr;tag_length;tag_mcs;tag_HTex;tag_TXbf;tag_Antsel
43;Apr 15, 2021 17:50:32.606458731 CEST;1618501832.606458731;nil;64;4;0e:d7:bc:97:af:70;-69;511;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
44;Apr 15, 2021 17:50:33.430706762 CEST;1618501833.430706762;nil;65;4;74:c6:3b:1c:ed:4e;-77;278;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
45;Apr 15, 2021 17:50:33.710696117 CEST;1618501833.710696117;nil;66;4;da:a1:19:85:ff:f1;-77;1066;0x000001ac;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
46;Apr 15, 2021 17:50:34.928394778 CEST;1618501834.928394778;nil;67;4;4e:ea:3f:fc:47:ef;-81;29;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
47;Apr 15, 2021 17:50:35.639148415 CEST;1618501835.639148415;nil;68;4;ae:c5:43:69:4a:13;-77;1832;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
48;Apr 15, 2021 17:50:35.650211535 CEST;1618501835.650211535;nil;69;4;b8:27:eb:6b:c4:60;-4;3908;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
49;Apr 15, 2021 17:50:35.655765099 CEST;1618501835.655765099;nil;70;4;46:4d:a8:51:52:1c;-67;4009;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
50;Apr 15, 2021 17:50:35.659368728 CEST;1618501835.659368728;nil;71;4;ae:c5:43:69:4a:13;-79;1833;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
51;Apr 15, 2021 17:50:35.670454556 CEST;1618501835.670454556;nil;72;4;b8:27:eb:6b:c4:60;-4;3909;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
52;Apr 15, 2021 17:50:35.676016453 CEST;1618501835.676016453;nil;73;4;46:4d:a8:51:52:1c;-67;4010;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
53;Apr 15, 2021 17:50:35.784522878 CEST;1618501835.784522878;nil;74;4;b8:27:eb:6b:c4:60;-4;3914;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
54;Apr 15, 2021 17:50:35.804767253 CEST;1618501835.804767253;nil;75;4;b8:27:eb:6b:c4:60;-4;3915;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
55;Apr 15, 2021 17:50:35.936189266 CEST;1618501835.936189266;nil;76;4;b8:27:eb:6b:c4:60;-4;3921;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
56;Apr 15, 2021 17:50:35.937197253 CEST;1618501835.937197253;nil;77;4;b2:2c:a2:ec:1c:37;-69;3969;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
57;Apr 15, 2021 17:50:36.062231925 CEST;1618501836.062231925;nil;78;4;da:a1:19:18:9c:5d;-71;1088;0x000001ac;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
58;Apr 15, 2021 17:50:36.072982972 CEST;1618501836.072982972;nil;79;4;da:a1:19:18:9c:5d;-75;1089;0x000001ac;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
59;Apr 15, 2021 17:50:38.316763825 CEST;1618501838.316763825;nil;84;4;da:a1:19:5f:ef:3f;-67;1106;0x000001ac;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
60;Apr 15, 2021 17:50:38.673642694 CEST;1618501838.673642694;nil;85;4;ec:5c:68:4f:4f:1b;-67;1410;0x000001ac;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
61;Apr 15, 2021 17:50:38.683879851 CEST;1618501838.683879851;nil;86;4;ec:5c:68:4f:4f:1b;-65;1411;0x000001ac;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
62;Apr 15, 2021 17:50:38.697425178 CEST;1618501838.697425178;nil;87;4;ec:5c:68:4f:4f:1b;-71;1412;0x000001ac;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
63;Apr 15, 2021 17:50:40.629610120 CEST;1618501840.629610120;nil;88;4;da:a1:19:aa:c2:d3;-67;1125;0x000001ac;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
64;Apr 15, 2021 17:50:40.640504754 CEST;1618501840.640504754;nil;89;4;da:a1:19:aa:c2:d3;-69;1126;0x000001ac;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
65;Apr 15, 2021 17:50:41.482150896 CEST;1618501841.482150896;nil;90;4;40:5b:d8:dc:6e:17;-83;81;0x000019ef;0x00000002;0;0;(none);0x00000000;0x00000000;0x00000000
66;Apr 15, 2021 17:50:41.488170798 CEST;1618501841.488170798;nil;91;4;40:5b:d8:dc:6e:17;-83;85;0x000019ef;0x00000002;0;0;(none);0x00000000;0x00000000;0x00000000
67;Apr 15, 2021 17:50:41.680175280 CEST;1618501841.680175280;nil;92;4;06:45:bc:3a:49:f6;-79;1814;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
68;Apr 15, 2021 17:50:41.700243564 CEST;1618501841.700243564;nil;93;4;06:45:bc:3a:49:f6;-79;1815;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
69;Apr 15, 2021 17:50:42.832103975 CEST;1618501842.832103975;nil;94;4;fc:27:a2:12:26:b8;-83;1700;0x000011ee;0x00000002;0;0;(none);0x00000000;0x00000000;0x00000000
70;Apr 15, 2021 17:50:43.207066247 CEST;1618501843.207066247;nil;96;4;32:71:60:9f:40:8a;-73;3200;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
71;Apr 15, 2021 17:50:43.355731812 CEST;1618501843.355731812;nil;98;4;d2:5d:51:06:a4:aa;-79;2753;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
72;Apr 15, 2021 17:50:43.375938632 CEST;1618501843.375938632;nil;99;4;d2:5d:51:06:a4:aa;-77;2754;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
73;Apr 15, 2021 17:50:46.483692987 CEST;1618501846.483692987;nil;102;4;6e:29:25:12:6f:68;-75;2550;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
74;Apr 15, 2021 17:50:46.800965501 CEST;1618501846.800965501;nil;103;4;be:ca:c7:32:e2:8e;-81;392;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
75;Apr 15, 2021 17:50:46.844530905 CEST;1618501846.844530905;nil;104;4;be:ca:c7:32:e2:8e;-79;394;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
76;Apr 15, 2021 17:50:46.972029463 CEST;1618501846.972029463;nil;106;4;ae:52:b8:5b:96:b0;-65;268;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
77;Apr 15, 2021 17:50:46.994399072 CEST;1618501846.994399072;nil;107;4;ae:52:b8:5b:96:b0;-71;269;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
78;Apr 15, 2021 17:50:47.018691741 CEST;1618501847.018691741;nil;108;4;ae:52:b8:5b:96:b0;-69;270;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
79;Apr 15, 2021 17:50:47.039363594 CEST;1618501847.039363594;nil;109;4;ae:52:b8:5b:96:b0;-73;271;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
80;Apr 15, 2021 17:50:47.299015546 CEST;1618501847.299015546;nil;110;4;ba:93:c1:49:80:92;-75;3540;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
81;Apr 15, 2021 17:50:47.304857380 CEST;1618501847.304857380;nil;111;4;7e:35:fd:48:68:ef;-63;3829;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
82;Apr 15, 2021 17:50:47.361797747 CEST;1618501847.361797747;nil;112;4;7e:35:fd:48:68:ef;-63;3830;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
83;Apr 15, 2021 17:50:47.477381027 CEST;1618501847.477381027;nil;113;4;ba:93:c1:49:80:92;-75;3541;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
84;Apr 15, 2021 17:50:48.088713641 CEST;1618501848.088713641;nil;114;4;66:40:40:fd:23:9f;-71;566;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
85;Apr 15, 2021 17:50:48.873841972 CEST;1618501848.873841972;nil;115;4;ec:5c:68:4f:4f:1b;-71;1541;0x000001ac;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
86;Apr 15, 2021 17:50:48.884072563 CEST;1618501848.884072563;nil;116;4;ec:5c:68:4f:4f:1b;-69;1542;0x000001ac;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
87;Apr 15, 2021 17:50:48.897642000 CEST;1618501848.897642000;nil;117;4;ec:5c:68:4f:4f:1b;-73;1543;0x000001ac;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
88;Apr 15, 2021 17:50:49.680325394 CEST;1618501849.680325394;nil;119;4;a2:72:c8:b1:8c:44;-79;1004;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
89;Apr 15, 2021 17:50:51.280156691 CEST;1618501851.280156691;nil;122;4;b6:ba:56:b7:01:4e;-51;314;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
90;Apr 15, 2021 17:50:51.299383591 CEST;1618501851.299383591;nil;123;4;b6:ba:56:b7:01:4e;-47;315;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
91;Apr 15, 2021 17:50:51.897536580 CEST;1618501851.897536580;nil;124;4;ae:68:2b:52:b1:90;-67;833;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
92;Apr 15, 2021 17:50:51.950374684 CEST;1618501851.950374684;nil;125;4;ae:68:2b:52:b1:90;-65;834;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
93;Apr 15, 2021 17:50:51.966625539 CEST;1618501851.966625539;nil;126;4;8a:be:32:db:8a:8e;-77;965;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
94;Apr 15, 2021 17:50:52.467194741 CEST;1618501852.467194741;nil;127;4;5e:39:a8:f0:5f:b5;-75;971;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
95;Apr 15, 2021 17:50:52.489564242 CEST;1618501852.489564242;nil;128;4;5e:39:a8:f0:5f:b5;-77;972;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
96;Apr 15, 2021 17:50:52.772922434 CEST;1618501852.772922434;nil;129;4;9c:ad:97:03:ff:4c;-81;2249;0x00000120;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
97;Apr 15, 2021 17:50:52.793050761 CEST;1618501852.793050761;nil;130;4;c8:21:58:bd:a3:53;-75;2727;0x000009e7;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
98;Apr 15, 2021 17:50:53.080072628 CEST;1618501853.080072628;nil;131;4;f8:59:71:30:dc:48;-77;3123;0x000009e7;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
99;Apr 15, 2021 17:50:53.244202987 CEST;1618501853.244202987;nil;132;4;62:9e:78:37:8e:40;-65;2657;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
100;Apr 15, 2021 17:50:53.245255295 CEST;1618501853.245255295;nil;133;4;62:9e:78:37:8e:40;-61;2658;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
101;Apr 15, 2021 17:50:55.260238076 CEST;1618501855.260238076;nil;136;4;9c:30:5b:24:c6:2d;-79;2135;0x0000016e;0x00000003;0;17;(none);0x00000000;0x00000000;0x00000000
102;Apr 15, 2021 17:50:55.616223614 CEST;1618501855.616223614;nil;137;4;8a:cc:6a:45:b3:29;-69;21;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
103;Apr 15, 2021 17:50:57.479365339 CEST;1618501857.479365339;nil;139;4;ca:09:1b:69:1c:5b;-81;1029;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
104;Apr 15, 2021 17:50:57.482323988 CEST;1618501857.482323988;nil;140;4;ca:09:1b:69:1c:5b;-79;1030;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
105;Apr 15, 2021 17:50:57.495659470 CEST;1618501857.495659470;nil;141;4;de:83:ab:60:45:98;-71;1450;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
106;Apr 15, 2021 17:50:57.499167267 CEST;1618501857.499167267;nil;142;4;de:83:ab:60:45:98;-69;1451;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
107;Apr 15, 2021 17:50:58.711838654 CEST;1618501858.711838654;nil;143;4;2e:30:5b:24:c6:2d;-81;3020;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
108;Apr 15, 2021 17:50:58.740667097 CEST;1618501858.740667097;nil;144;4;2e:30:5b:24:c6:2d;-79;3021;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
109;Apr 15, 2021 17:50:59.066808776 CEST;1618501859.066808776;nil;145;4;ec:5c:68:4f:4f:1b;-71;1670;0x000001ac;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
110;Apr 15, 2021 17:50:59.077072020 CEST;1618501859.077072020;nil;146;4;ec:5c:68:4f:4f:1b;-71;1671;0x000001ac;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
111;Apr 15, 2021 17:50:59.344314505 CEST;1618501859.344314505;nil;147;4;f6:de:a3:33:08:bb;-81;1904;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
112;Apr 15, 2021 17:50:59.520064648 CEST;1618501859.520064648;nil;148;4;fe:98:36:04:ae:c7;-77;910;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
113;Apr 15, 2021 17:50:59.860972638 CEST;1618501859.860972638;nil;149;4;2a:23:c4:ba:97:f1;-73;1400;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
114;Apr 15, 2021 17:50:59.881879632 CEST;1618501859.881879632;nil;150;4;2a:23:c4:ba:97:f1;-73;1401;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
115;Apr 15, 2021 17:51:00.190728504 CEST;1618501860.190728504;nil;151;4;9a:8f:4c:76:a0:f5;-73;359;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
116;Apr 15, 2021 17:51:00.210388092 CEST;1618501860.210388092;nil;152;4;9a:8f:4c:76:a0:f5;-71;360;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
117;Apr 15, 2021 17:51:01.079002300 CEST;1618501861.079002300;nil;153;4;be:00:75:ed:4c:c7;-75;2809;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
118;Apr 15, 2021 17:51:01.089172785 CEST;1618501861.089172785;nil;154;4;be:00:75:ed:4c:c7;-75;2810;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
119;Apr 15, 2021 17:51:01.105796904 CEST;1618501861.105796904;nil;155;4;be:00:75:ed:4c:c7;-77;2811;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
120;Apr 15, 2021 17:51:01.416464034 CEST;1618501861.416464034;nil;157;4;ca:31:c3:c4:22:27;-77;1913;0x0000402d;0x0000001b;0;7;(none);0x00000000;0x00000000;0x00000000
121;Apr 15, 2021 17:51:01.461587438 CEST;1618501861.461587438;nil;158;4;ca:31:c3:c4:22:27;-79;1917;0x0000402d;0x0000001b;0;7;(none);0x00000000;0x00000000;0x00000000
122;Apr 15, 2021 17:51:01.462698494 CEST;1618501861.462698494;nil;159;4;ca:31:c3:c4:22:27;-81;1918;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
123;Apr 15, 2021 17:51:01.463724917 CEST;1618501861.463724917;nil;160;4;12:8f:ed:02:b2:12;-59;3188;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
124;Apr 15, 2021 17:51:01.483225500 CEST;1618501861.483225500;nil;161;4;ca:31:c3:c4:22:27;-77;1920;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
125;Apr 15, 2021 17:51:01.517705206 CEST;1618501861.517705206;nil;162;4;12:8f:ed:02:b2:12;-69;3189;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
126;Apr 15, 2021 17:51:02.882955393 CEST;1618501862.882955393;nil;165;4;ce:f6:35:e4:30:1a;-75;1277;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
127;Apr 15, 2021 17:51:02.996939042 CEST;1618501862.996939042;nil;166;4;ce:f6:35:e4:30:1a;-71;1279;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
128;Apr 15, 2021 17:51:03.168114685 CEST;1618501863.168114685;nil;168;4;ce:f6:35:e4:30:1a;-73;1282;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
129;Apr 15, 2021 17:51:04.890630935 CEST;1618501864.890630935;nil;169;4;d0:7f:a0:18:84:d7;-55;3789;0x00000021;0x0000001f;0;0;(none);0x00000000;0x00000000;0x00000000
130;Apr 15, 2021 17:51:04.930127601 CEST;1618501864.930127601;nil;170;4;d0:7f:a0:18:84:d7;-59;3790;0x00000021;0x0000001f;0;0;(none);0x00000000;0x00000000;0x00000000
131;Apr 15, 2021 17:51:04.972642966 CEST;1618501864.972642966;nil;171;4;d0:7f:a0:18:84:d7;-57;3791;0x00000021;0x0000001f;0;0;(none);0x00000000;0x00000000;0x00000000
132;Apr 15, 2021 17:51:05.013170013 CEST;1618501865.013170013;nil;172;4;d0:7f:a0:18:84:d7;-49;3792;0x00000021;0x0000001f;0;0;(none);0x00000000;0x00000000;0x00000000
133;Apr 15, 2021 17:51:05.118630507 CEST;1618501865.118630507;nil;173;4;ee:fb:13:46:e8:dd;-79;953;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
134;Apr 15, 2021 17:51:07.707905923 CEST;1618501867.707905923;nil;175;4;f6:dd:cb:9b:6b:6b;-77;1013;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
135;Apr 15, 2021 17:51:08.195449622 CEST;1618501868.195449622;nil;176;4;06:8b:f3:1d:04:8f;-75;2923;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
