date_time,is_valid,latitude,lat_dir,longitude,lon_dir,speed_over_ground_knots,heading_true_course,epoch_ts
2021-04-12 14:51:43,True,48.153032833333334,N,11.533332666666666,E,8.281,287.61,1618239103.0
2021-04-12 14:51:44,True,48.1530245,N,11.5332635,E,8.630,281.13,1618239104.0
2021-04-12 14:51:45,True,48.153025666666665,N,11.5331975,E,8.854,278.45,1618239105.0
2021-04-12 14:51:46,True,48.15301616666667,N,11.533125666666667,E,9.196,274.37,1618239106.0
2021-04-12 14:51:47,True,48.15300916666666,N,11.533053666666667,E,9.388,271.60,1618239107.0
2021-04-12 14:51:48,True,48.153007833333334,N,11.533005666666666,E,8.060,271.11,1618239108.0
2021-04-12 14:51:49,True,48.1530085,N,11.532968,E,6.823,271.42,1618239109.0
2021-04-12 14:51:50,True,48.1530065,N,11.532934666666666,E,5.670,270.89,1618239110.0
2021-04-12 14:51:51,True,48.15300633333333,N,11.532915166666667,E,4.033,270.75,1618239111.0
2021-04-12 14:51:52,True,48.15300333333333,N,11.532909833333333,E,1.868,,1618239112.0
2021-04-12 14:51:53,True,48.15300416666667,N,11.532897,E,0.953,,1618239113.0
2021-04-12 14:51:54,True,48.15300766666667,N,11.532884,E,0.597,,1618239114.0
2021-04-12 14:51:55,True,48.15301566666667,N,11.532873,E,0.382,,1618239115.0
2021-04-12 14:51:56,True,48.153029833333335,N,11.5328685,E,0.348,,1618239116.0
2021-04-12 14:51:57,True,48.153038333333335,N,11.5328605,E,0.165,,1618239117.0
2021-04-12 14:51:58,True,48.15304866666666,N,11.532855,E,0.252,,1618239118.0
2021-04-12 14:51:59,True,48.153052333333335,N,11.532848333333334,E,0.261,,1618239119.0
2021-04-12 14:52:00,True,48.1530595,N,11.532844166666667,E,0.217,,1618239120.0
2021-04-12 14:52:01,True,48.153065166666664,N,11.532839666666666,E,0.268,,1618239121.0
2021-04-12 14:52:02,True,48.1530715,N,11.532837833333334,E,0.465,,1618239122.0
2021-04-12 14:52:03,True,48.153074833333335,N,11.5328435,E,0.544,,1618239123.0
2021-04-12 14:52:04,True,48.153076666666664,N,11.532846,E,0.576,,1618239124.0
2021-04-12 14:52:05,True,48.1530795,N,11.532846666666666,E,0.507,,1618239125.0
2021-04-12 14:52:06,True,48.15308266666667,N,11.532845666666667,E,0.487,,1618239126.0
2021-04-12 14:52:07,True,48.15308116666667,N,11.532843166666666,E,0.165,,1618239127.0
2021-04-12 14:52:08,True,48.15307466666667,N,11.532842166666667,E,0.211,,1618239128.0
2021-04-12 14:52:09,True,48.153073,N,11.532842833333333,E,0.181,,1618239129.0
2021-04-12 14:52:10,True,48.153063,N,11.532845666666667,E,0.408,,1618239130.0
2021-04-12 14:52:11,True,48.153059666666664,N,11.532847,E,0.317,,1618239131.0
2021-04-12 14:52:12,True,48.153053,N,11.532846166666667,E,0.284,,1618239132.0
2021-04-12 14:52:13,True,48.153048166666665,N,11.532846,E,0.084,,1618239133.0
2021-04-12 14:52:14,True,48.15304583333333,N,11.532852833333333,E,0.185,,1618239134.0
2021-04-12 14:52:15,True,48.153041333333334,N,11.532850166666666,E,0.370,,1618239135.0
2021-04-12 14:52:16,True,48.1530355,N,11.532838666666667,E,1.454,,1618239136.0
2021-04-12 14:52:17,True,48.15303516666667,N,11.532820666666666,E,2.398,279.72,1618239137.0
2021-04-12 14:52:18,True,48.153027333333334,N,11.532786666666667,E,4.052,273.43,1618239138.0
2021-04-12 14:52:19,True,48.15302,N,11.532741333333334,E,5.903,269.35,1618239139.0
2021-04-12 14:52:20,True,48.15301566666667,N,11.532686833333333,E,7.378,268.25,1618239140.0
2021-04-12 14:52:21,True,48.1530095,N,11.532633,E,7.944,266.44,1618239141.0
2021-04-12 14:52:22,True,48.153002666666666,N,11.532576833333334,E,8.407,264.73,1618239142.0
2021-04-12 14:52:23,True,48.15299066666667,N,11.532516,E,8.802,262.04,1618239143.0
2021-04-12 14:52:24,True,48.152981,N,11.532460166666667,E,8.636,260.39,1618239144.0
2021-04-12 14:52:25,True,48.15297433333333,N,11.532408166666666,E,8.196,259.79,1618239145.0
2021-04-12 14:52:26,True,48.15296266666667,N,11.53236,E,7.592,257.44,1618239146.0
2021-04-12 14:52:27,True,48.15296583333333,N,11.532325166666666,E,6.395,258.80,1618239147.0
2021-04-12 14:52:28,True,48.1529655,N,11.532292166666666,E,5.650,260.33,1618239148.0
2021-04-12 14:52:29,True,48.1529495,N,11.532248166666667,E,6.066,257.99,1618239149.0
2021-04-12 14:52:30,True,48.1529265,N,11.532197166666666,E,7.141,252.29,1618239150.0
2021-04-12 14:52:31,True,48.1529045,N,11.532139833333334,E,7.969,249.92,1618239151.0
2021-04-12 14:52:32,True,48.152879666666664,N,11.532093,E,7.516,246.46,1618239152.0
2021-04-12 14:52:33,True,48.15286783333333,N,11.532039333333334,E,8.001,247.68,1618239153.0
2021-04-12 14:52:34,True,48.15286166666667,N,11.531973166666667,E,8.768,251.77,1618239154.0
2021-04-12 14:52:35,True,48.15284333333334,N,11.531912,E,9.152,252.37,1618239155.0
2021-04-12 14:52:36,True,48.152832,N,11.5318545,E,9.102,253.05,1618239156.0
2021-04-12 14:52:37,True,48.152833,N,11.531800833333334,E,8.813,256.50,1618239157.0
2021-04-12 14:52:38,True,48.152818333333336,N,11.531734166666666,E,9.884,258.35,1618239158.0
2021-04-12 14:52:39,True,48.152793833333334,N,11.531642166666666,E,11.628,259.64,1618239159.0
2021-04-12 14:52:40,True,48.152795,N,11.531568333333333,E,11.598,261.50,1618239160.0
2021-04-12 14:52:41,True,48.15279016666667,N,11.531491666666668,E,11.423,262.26,1618239161.0
2021-04-12 14:52:42,True,48.152767,N,11.5314005,E,11.850,260.31,1618239162.0
2021-04-12 14:52:43,True,48.152718166666666,N,11.531289,E,13.484,255.32,1618239163.0
2021-04-12 14:52:44,True,48.152671166666664,N,11.5311815,E,14.378,250.84,1618239164.0
2021-04-12 14:52:45,True,48.15260266666667,N,11.531063833333333,E,15.725,242.16,1618239165.0
2021-04-12 14:52:46,True,48.15254733333333,N,11.530938333333333,E,16.931,241.49,1618239166.0
2021-04-12 14:52:47,True,48.1524885,N,11.530821,E,17.495,239.73,1618239167.0
2021-04-12 14:52:48,True,48.152422666666666,N,11.530707,E,18.041,237.34,1618239168.0
2021-04-12 14:52:49,True,48.1523775,N,11.530594166666667,E,18.337,238.80,1618239169.0
2021-04-12 14:52:50,True,48.152368333333335,N,11.530479166666666,E,18.023,244.33,1618239170.0
2021-04-12 14:52:51,True,48.152364,N,11.530362833333333,E,17.278,249.44,1618239171.0
2021-04-12 14:52:52,True,48.15235233333333,N,11.530245833333334,E,16.782,252.84,1618239172.0
2021-04-12 14:52:53,True,48.15235766666667,N,11.530131166666667,E,16.490,255.55,1618239173.0
2021-04-12 14:52:54,True,48.15233416666667,N,11.530013,E,16.623,255.60,1618239174.0
2021-04-12 14:52:55,True,48.152309333333335,N,11.529909333333332,E,15.743,253.57,1618239175.0
2021-04-12 14:52:56,True,48.15228583333333,N,11.5298055,E,15.623,252.66,1618239176.0
2021-04-12 14:52:57,True,48.152278333333335,N,11.529710666666666,E,14.719,254.56,1618239177.0
2021-04-12 14:52:58,True,48.152263166666664,N,11.529610833333333,E,14.622,255.02,1618239178.0
2021-04-12 14:52:59,True,48.152254,N,11.529521166666667,E,13.738,255.54,1618239179.0
2021-04-12 14:53:00,True,48.15225083333333,N,11.5294355,E,13.089,257.37,1618239180.0
2021-04-12 14:53:01,True,48.15225566666667,N,11.529347166666666,E,12.914,260.81,1618239181.0
2021-04-12 14:53:02,True,48.15225916666667,N,11.529264166666668,E,12.581,263.58,1618239182.0
2021-04-12 14:53:03,True,48.15225566666667,N,11.529177333333333,E,12.440,264.50,1618239183.0
2021-04-12 14:53:04,True,48.152233333333335,N,11.529103833333334,E,11.671,260.93,1618239184.0
2021-04-12 14:53:05,True,48.15221483333333,N,11.529025,E,11.564,257.26,1618239185.0
2021-04-12 14:53:06,True,48.152210333333336,N,11.528942833333334,E,11.600,257.23,1618239186.0
2021-04-12 14:53:07,True,48.1521895,N,11.528850333333333,E,11.689,256.60,1618239187.0
2021-04-12 14:53:08,True,48.15217283333333,N,11.528767166666666,E,10.871,255.63,1618239188.0
2021-04-12 14:53:09,True,48.15216083333333,N,11.528698333333333,E,9.580,254.86,1618239189.0
2021-04-12 14:53:10,True,48.15214483333333,N,11.528628666666666,E,9.261,251.60,1618239190.0
2021-04-12 14:53:11,True,48.152125833333336,N,11.528558,E,8.813,249.39,1618239191.0
2021-04-12 14:53:12,True,48.152106,N,11.528488166666667,E,8.528,249.34,1618239192.0
2021-04-12 14:53:13,True,48.152086,N,11.528426833333333,E,8.116,248.73,1618239193.0
2021-04-12 14:53:14,True,48.15207183333333,N,11.528366666666667,E,7.446,249.78,1618239194.0
2021-04-12 14:53:15,True,48.1520585,N,11.528312,E,7.128,250.82,1618239195.0
2021-04-12 14:53:16,True,48.15204816666667,N,11.528261166666667,E,6.729,250.81,1618239196.0
2021-04-12 14:53:17,True,48.152032,N,11.528215,E,6.346,248.56,1618239197.0
2021-04-12 14:53:18,True,48.152020666666665,N,11.528191,E,4.723,242.27,1618239198.0
2021-04-12 14:53:19,True,48.152010833333335,N,11.528170666666666,E,3.781,236.82,1618239199.0
2021-04-12 14:53:20,True,48.1520015,N,11.528149166666667,E,3.440,232.95,1618239200.0
2021-04-12 14:53:21,True,48.151991833333334,N,11.528131666666667,E,3.092,229.49,1618239201.0
2021-04-12 14:53:22,True,48.151989,N,11.528127666666666,E,2.312,224.65,1618239202.0
2021-04-12 14:53:23,True,48.15198816666667,N,11.528127833333333,E,1.661,,1618239203.0
2021-04-12 14:53:24,True,48.151989,N,11.528130666666666,E,1.130,,1618239204.0
2021-04-12 14:53:25,True,48.151982,N,11.528130833333334,E,1.191,,1618239205.0
2021-04-12 14:53:26,True,48.151977,N,11.528127666666666,E,1.127,,1618239206.0
2021-04-12 14:53:27,True,48.1519745,N,11.528128833333334,E,0.948,,1618239207.0
2021-04-12 14:53:28,True,48.15196733333333,N,11.528129,E,1.024,,1618239208.0
2021-04-12 14:53:29,True,48.1519615,N,11.528125666666666,E,1.018,,1618239209.0
2021-04-12 14:53:30,True,48.15195383333333,N,11.528121333333333,E,1.094,,1618239210.0
2021-04-12 14:53:31,True,48.1519555,N,11.528123333333333,E,0.762,,1618239211.0
2021-04-12 14:53:32,True,48.151948833333336,N,11.528124333333333,E,0.794,,1618239212.0
2021-04-12 14:53:33,True,48.151939666666664,N,11.528124833333333,E,0.902,,1618239213.0
2021-04-12 14:53:34,True,48.151954833333335,N,11.5281365,E,0.409,,1618239214.0
2021-04-12 14:53:35,True,48.151958,N,11.528137833333334,E,0.429,,1618239215.0
2021-04-12 14:53:36,True,48.15196533333334,N,11.528142666666668,E,0.344,,1618239216.0
2021-04-12 14:53:37,True,48.15198866666667,N,11.528145833333333,E,0.277,,1618239217.0
