id;arr_ts;epoch_ts;vendor;frame_nr;subtype;mac_address;rssi;seq_num;ht_capabilities;ht_ampdu;tag_nr;tag_length;tag_mcs;tag_HTex;tag_TXbf;tag_Antsel
32;Apr 15, 2021 19:23:08.026909294 CEST;1618507388.026909294;nil;32;4;a8:9c:ed:bf:17:c6;-63;566;0x000001ad;0x00000013;0;7;(none);0x00000000;0x00000000;0x00000000
33;Apr 15, 2021 19:23:09.025303198 CEST;1618507389.025303198;nil;33;4;82:5b:44:af:66:71;-65;3235;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
34;Apr 15, 2021 19:23:09.386648834 CEST;1618507389.386648834;nil;34;4;ea:22:a4:3b:57:e9;-67;2722;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
35;Apr 15, 2021 19:23:09.407267481 CEST;1618507389.407267481;nil;35;4;ea:22:a4:3b:57:e9;-69;2723;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
36;Apr 15, 2021 19:23:09.438621280 CEST;1618507389.438621280;nil;36;4;6e:a5:5e:43:d5:aa;-63;440;0x0000c12c;0x0000001e;0;0;(none);0x00000000;0x00000000;0x00000000
37;Apr 15, 2021 19:23:09.459795755 CEST;1618507389.459795755;nil;37;4;ea:22:a4:3b:57:e9;-69;2725;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
38;Apr 15, 2021 19:23:09.693789964 CEST;1618507389.693789964;nil;38;4;c6:d3:1d:62:b5:fd;-67;2484;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
39;Apr 15, 2021 19:23:09.799503953 CEST;1618507389.799503953;nil;39;4;42:c8:79:2a:86:02;-33;2006;0x0000402d;0x00000017;0;18;(none);0x00000000;0x00000000;0x00000000
40;Apr 15, 2021 19:23:09.810415666 CEST;1618507389.810415666;nil;40;4;fd:8d:d4:d7:51:d1;-47;3995;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
41;Apr 15, 2021 19:23:09.828461109 CEST;1618507389.828461109;nil;41;4;fd:8d:d4:d7:51:d1;-47;3996;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
42;Apr 15, 2021 19:23:09.855650732 CEST;1618507389.855650732;nil;42;4;42:c8:79:2a:86:02;-39;2009;0x0000402d;0x00000017;0;18;(none);0x00000000;0x00000000;0x00000000
43;Apr 15, 2021 19:23:09.984626466 CEST;1618507389.984626466;nil;43;4;ba:74:dd:6b:98:67;-41;1021;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
44;Apr 15, 2021 19:23:10.578633780 CEST;1618507390.578633780;nil;44;4;e6:47:70:15:c4:41;-59;2486;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
45;Apr 15, 2021 19:23:10.738748943 CEST;1618507390.738748943;nil;45;4;be:39:00:13:a8:0a;-71;4015;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
46;Apr 15, 2021 19:23:10.925047696 CEST;1618507390.925047696;nil;46;4;56:85:d2:bc:b5:ab;-53;64;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
47;Apr 15, 2021 19:23:11.071949503 CEST;1618507391.071949503;nil;47;4;8c:45:00:16:93:8e;-73;828;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
48;Apr 15, 2021 19:23:11.075831755 CEST;1618507391.075831755;nil;48;4;d2:75:b3:85:0b:56;-69;2282;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
49;Apr 15, 2021 19:23:11.338497141 CEST;1618507391.338497141;nil;49;4;98:e7:f5:99:7b:c0;-77;38;0x00001020;0x0000001a;0;0;(none);0x00000000;0x00000000;0x00000000
50;Apr 15, 2021 19:23:11.532569361 CEST;1618507391.532569361;nil;50;4;a8:b9:b3:a2:65:f0;-69;958;0x00001121;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
51;Apr 15, 2021 19:23:12.313594811 CEST;1618507392.313594811;nil;51;4;be:17:f6:4f:5b:9f;-63;1515;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
52;Apr 15, 2021 19:23:12.403845886 CEST;1618507392.403845886;nil;52;4;1c:cc:ab:35:ee:7c;-67;1565;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
53;Apr 15, 2021 19:23:12.497532083 CEST;1618507392.497532083;nil;53;4;b2:f4:82:8c:90:2d;-75;4072;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
54;Apr 15, 2021 19:23:12.578397835 CEST;1618507392.578397835;nil;54;4;da:a1:19:73:0b:66;-47;979;0x0000012d;0x00000017;0;0;(none);0x00000000;0x00000400;0x00000000
55;Apr 15, 2021 19:23:12.598294615 CEST;1618507392.598294615;nil;55;4;da:a1:19:73:0b:66;-47;980;0x0000012d;0x00000017;0;0;(none);0x00000000;0x00000400;0x00000000
56;Apr 15, 2021 19:23:12.774991022 CEST;1618507392.774991022;nil;56;4;2c:24:3a:f1:06:a5;-55;3020;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
57;Apr 15, 2021 19:23:12.796762054 CEST;1618507392.796762054;nil;57;4;2c:24:3a:f1:06:a5;-55;3021;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
58;Apr 15, 2021 19:23:12.819511930 CEST;1618507392.819511930;nil;58;4;2c:24:3a:f1:06:a5;-49;3022;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
59;Apr 15, 2021 19:23:12.839780633 CEST;1618507392.839780633;nil;59;4;2c:24:3a:f1:06:a5;-47;3023;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
60;Apr 15, 2021 19:23:12.930885033 CEST;1618507392.930885033;nil;60;4;82:a4:c8:f1:d2:2e;-71;3430;0x0000002d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
61;Apr 15, 2021 19:23:12.978346849 CEST;1618507392.978346849;nil;61;4;46:cd:0a:0b:fd:e0;-57;2860;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
62;Apr 15, 2021 19:23:13.022938799 CEST;1618507393.022938799;nil;62;4;46:cd:0a:0b:fd:e0;-63;2863;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
63;Apr 15, 2021 19:23:13.043138232 CEST;1618507393.043138232;nil;63;4;46:cd:0a:0b:fd:e0;-59;2864;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
64;Apr 15, 2021 19:23:13.708509804 CEST;1618507393.708509804;nil;65;4;a8:9c:ed:bf:17:c6;-65;656;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
65;Apr 15, 2021 19:23:13.786355796 CEST;1618507393.786355796;nil;66;4;ae:17:4e:1b:79:fe;-75;3649;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
66;Apr 15, 2021 19:23:13.825013742 CEST;1618507393.825013742;nil;67;4;a8:9c:ed:bf:17:c6;-73;660;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
67;Apr 15, 2021 19:23:14.092255080 CEST;1618507394.092255080;nil;68;4;82:09:36:6f:19:29;-75;1567;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
68;Apr 15, 2021 19:23:14.409667950 CEST;1618507394.409667950;nil;69;4;b2:d0:19:94:12:1d;-75;3049;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
69;Apr 15, 2021 19:23:14.621540259 CEST;1618507394.621540259;nil;70;4;fa:56:f8:70:72:06;-61;1470;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
70;Apr 15, 2021 19:23:14.720402865 CEST;1618507394.720402865;nil;71;4;00:bb:c1:9b:08:da;-75;4048;0x0000003c;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
71;Apr 15, 2021 19:23:14.734917876 CEST;1618507394.734917876;nil;72;4;a8:96:75:08:d5:bc;-67;299;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
72;Apr 15, 2021 19:23:14.982195406 CEST;1618507394.982195406;nil;73;4;b6:95:4f:b2:9f:b0;-71;1142;0x0000402d;0x00000017;0;17;(none);0x00000000;0x00000000;0x00000000
73;Apr 15, 2021 19:23:15.042187879 CEST;1618507395.042187879;nil;74;4;42:c8:79:2a:86:02;-45;2032;0x0000402d;0x00000017;0;18;(none);0x00000000;0x00000000;0x00000000
74;Apr 15, 2021 19:23:15.079706724 CEST;1618507395.079706724;nil;75;4;42:c8:79:2a:86:02;-49;2034;0x0000402d;0x00000017;0;18;(none);0x00000000;0x00000000;0x00000000
75;Apr 15, 2021 19:23:15.448997778 CEST;1618507395.448997778;nil;76;4;62:6f:18:9b:28:2f;-69;1293;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
76;Apr 15, 2021 19:23:15.505463204 CEST;1618507395.505463204;nil;77;4;9e:72:69:39:82:5d;-73;669;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
77;Apr 15, 2021 19:23:15.808466847 CEST;1618507395.808466847;nil;78;4;4a:10:90:a7:49:3c;-71;4060;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
78;Apr 15, 2021 19:23:15.849394772 CEST;1618507395.849394772;nil;79;4;2c:12:4a:19:b3:2c;-49;605;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
79;Apr 15, 2021 19:23:16.124108490 CEST;1618507396.124108490;nil;80;4;00:bb:c1:9b:08:da;-81;21;0x0000003c;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
80;Apr 15, 2021 19:23:16.260199373 CEST;1618507396.260199373;nil;81;4;66:43:3c:54:1a:39;-67;2140;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
81;Apr 15, 2021 19:23:16.289377155 CEST;1618507396.289377155;nil;82;4;2e:1e:c9:91:82:b3;-71;1812;0x0000016f;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
82;Apr 15, 2021 19:23:16.293677373 CEST;1618507396.293677373;nil;83;4;da:3e:a0:bd:c5:17;-67;3728;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
83;Apr 15, 2021 19:23:16.301149278 CEST;1618507396.301149278;nil;84;4;8a:54:d7:2f:e9:c8;-69;130;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
84;Apr 15, 2021 19:23:16.431344438 CEST;1618507396.431344438;nil;85;4;9a:3e:4f:cb:a9:dc;-79;1966;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
85;Apr 15, 2021 19:23:16.478082045 CEST;1618507396.478082045;nil;86;4;8e:2e:b8:6c:e4:25;-65;2188;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
86;Apr 15, 2021 19:23:17.505830350 CEST;1618507397.505830350;nil;87;4;da:a1:19:83:bd:00;-71;3751;0x000001ad;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
87;Apr 15, 2021 19:23:17.526127388 CEST;1618507397.526127388;nil;88;4;da:a1:19:83:bd:00;-69;3752;0x000001ad;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
88;Apr 15, 2021 19:23:18.260509821 CEST;1618507398.260509821;nil;89;4;7e:b3:a7:91:55:83;-65;2018;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
89;Apr 15, 2021 19:23:18.327902484 CEST;1618507398.327902484;nil;90;4;7e:b3:a7:91:55:83;-61;2021;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
90;Apr 15, 2021 19:23:18.368427029 CEST;1618507398.368427029;nil;91;4;7e:b3:a7:91:55:83;-67;2023;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
91;Apr 15, 2021 19:23:18.760488600 CEST;1618507398.760488600;nil;92;4;9d:88:1f:0f:83:ea;-59;2774;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
92;Apr 15, 2021 19:23:19.954009821 CEST;1618507399.954009821;nil;93;4;12:da:a9:14:e2:40;-79;2952;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
93;Apr 15, 2021 19:23:20.168830086 CEST;1618507400.168830086;nil;94;4;26:ea:67:0d:15:04;-61;752;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
94;Apr 15, 2021 19:23:20.191214760 CEST;1618507400.191214760;nil;95;4;26:ea:67:0d:15:04;-65;754;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
95;Apr 15, 2021 19:23:20.657934143 CEST;1618507400.657934143;nil;96;4;fa:03:7a:7b:62:94;-33;3683;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
96;Apr 15, 2021 19:23:20.682089997 CEST;1618507400.682089997;nil;97;4;fa:03:7a:7b:62:94;-29;3684;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
97;Apr 15, 2021 19:23:21.326515643 CEST;1618507401.326515643;nil;98;4;72:16:10:0f:00:32;-31;3707;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
98;Apr 15, 2021 19:23:21.389829182 CEST;1618507401.389829182;nil;99;4;72:16:10:0f:00:32;-55;3708;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
99;Apr 15, 2021 19:23:21.538789895 CEST;1618507401.538789895;nil;100;4;14:87:6a:01:4b:7e;-65;2918;0x0000082d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
100;Apr 15, 2021 19:23:21.888325288 CEST;1618507401.888325288;nil;101;4;2a:64:c6:7c:6a:6f;-45;2451;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
101;Apr 15, 2021 19:23:21.910305383 CEST;1618507401.910305383;nil;102;4;80:67:b7:04:7a:01;-71;3578;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
102;Apr 15, 2021 19:23:21.928513536 CEST;1618507401.928513536;nil;103;4;0a:73:52:cf:fe:08;-57;805;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
103;Apr 15, 2021 19:23:21.933887389 CEST;1618507401.933887389;nil;104;4;2a:64:c6:7c:6a:6f;-57;2453;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
104;Apr 15, 2021 19:23:21.956977004 CEST;1618507401.956977004;nil;105;4;0a:73:52:cf:fe:08;-53;806;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
105;Apr 15, 2021 19:23:21.971710243 CEST;1618507401.971710243;nil;106;4;0a:73:52:cf:fe:08;-53;807;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
106;Apr 15, 2021 19:23:22.118509729 CEST;1618507402.118509729;nil;107;4;d6:b0:10:0a:06:88;-67;1845;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
107;Apr 15, 2021 19:23:22.253966879 CEST;1618507402.253966879;nil;108;4;62:8b:5c:75:b3:ae;-73;15;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
108;Apr 15, 2021 19:23:22.374610008 CEST;1618507402.374610008;nil;109;4;62:8b:5c:75:b3:ae;-71;17;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
109;Apr 15, 2021 19:23:22.646018418 CEST;1618507402.646018418;nil;110;4;86:d3:c6:c0:c4:b9;-65;3324;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
110;Apr 15, 2021 19:23:22.701232195 CEST;1618507402.701232195;nil;111;4;86:d3:c6:c0:c4:b9;-67;3325;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
111;Apr 15, 2021 19:23:22.703898262 CEST;1618507402.703898262;nil;112;4;b6:d0:ed:3a:04:08;-65;3234;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
112;Apr 15, 2021 19:23:22.765560986 CEST;1618507402.765560986;nil;113;4;12:e9:6b:a4:01:a2;-49;2910;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
113;Apr 15, 2021 19:23:23.394015453 CEST;1618507403.394015453;nil;114;4;4e:52:6d:70:00:cf;-65;2722;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
114;Apr 15, 2021 19:23:23.409309416 CEST;1618507403.409309416;nil;115;4;4e:52:6d:70:00:cf;-59;2852;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
115;Apr 15, 2021 19:23:23.419145465 CEST;1618507403.419145465;nil;116;4;f6:ae:64:04:99:1b;-59;908;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
116;Apr 15, 2021 19:23:23.522317675 CEST;1618507403.522317675;nil;117;4;4e:c3:51:2f:c4:29;-71;2131;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
117;Apr 15, 2021 19:23:23.542559090 CEST;1618507403.542559090;nil;118;4;4e:c3:51:2f:c4:29;-75;2132;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
118;Apr 15, 2021 19:23:23.796181793 CEST;1618507403.796181793;nil;119;4;de:78:1c:b2:73:62;-61;350;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
119;Apr 15, 2021 19:23:23.842620032 CEST;1618507403.842620032;nil;120;4;de:78:1c:b2:73:62;-67;352;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
120;Apr 15, 2021 19:23:23.954365022 CEST;1618507403.954365022;nil;121;4;0e:cd:73:86:a0:cf;-71;939;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
121;Apr 15, 2021 19:23:25.021865169 CEST;1618507405.021865169;nil;122;4;8c:45:00:16:93:8e;-63;907;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
122;Apr 15, 2021 19:23:25.155865828 CEST;1618507405.155865828;nil;123;4;b2:91:fe:e9:5a:61;-65;318;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
123;Apr 15, 2021 19:23:25.176889684 CEST;1618507405.176889684;nil;124;4;b2:91:fe:e9:5a:61;-65;319;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
124;Apr 15, 2021 19:23:25.217116527 CEST;1618507405.217116527;nil;125;4;b2:91:fe:e9:5a:61;-63;321;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
125;Apr 15, 2021 19:23:25.874125575 CEST;1618507405.874125575;nil;126;4;06:82:04:7e:97:48;-31;3754;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
126;Apr 15, 2021 19:23:25.931885944 CEST;1618507405.931885944;nil;127;4;c6:5e:24:9c:91:c3;-55;2500;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
127;Apr 15, 2021 19:23:25.990527866 CEST;1618507405.990527866;nil;128;4;06:82:04:7e:97:48;-27;3759;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
128;Apr 15, 2021 19:23:26.426658731 CEST;1618507406.426658731;nil;129;4;b6:52:38:94:f4:a4;-65;976;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
129;Apr 15, 2021 19:23:26.454637466 CEST;1618507406.454637466;nil;130;4;b6:52:38:94:f4:a4;-65;977;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
130;Apr 15, 2021 19:23:27.135157648 CEST;1618507407.135157648;nil;134;4;e6:6a:d1:93:4b:87;-65;3519;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
131;Apr 15, 2021 19:23:27.541145013 CEST;1618507407.541145013;nil;135;4;a8:b9:b3:a2:65:f0;-77;1026;0x00001121;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
132;Apr 15, 2021 19:23:27.735273730 CEST;1618507407.735273730;nil;136;4;06:9a:ee:19:9e:42;-63;945;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
133;Apr 15, 2021 19:23:27.754967912 CEST;1618507407.754967912;nil;137;4;06:9a:ee:19:9e:42;-65;946;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
134;Apr 15, 2021 19:23:28.287397996 CEST;1618507408.287397996;nil;138;4;d6:01:6b:14:de:f8;-75;3289;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
135;Apr 15, 2021 19:23:28.369021466 CEST;1618507408.369021466;nil;139;4;8c:45:00:16:93:8e;-71;932;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
