id;arr_ts;epoch_ts;vendor;frame_nr;subtype;mac_address;rssi;seq_num;ht_capabilities;ht_ampdu;tag_nr;tag_length;tag_mcs;tag_HTex;tag_TXbf;tag_Antsel
28;Apr 15, 2021 17:01:31.903126015 CEST;1618498891.903126015;nil;35;4;1c:bf:c0:0a:e3:f7;-77;525;0x0000196e;0x00000002;0;0;(none);0x00000000;0x00000000;0x00000000
29;Apr 15, 2021 17:01:31.943908960 CEST;1618498891.943908960;nil;36;4;aa:cb:ac:1b:bf:0d;-73;1952;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
30;Apr 15, 2021 17:01:31.972926114 CEST;1618498891.972926114;nil;37;4;2a:4c:f7:29:d3:7b;-63;2245;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
31;Apr 15, 2021 17:01:32.273279877 CEST;1618498892.273279877;nil;38;4;0e:97:fb:06:84:ff;-69;253;0x0000402d;0x0000001b;0;11;(none);0x00000000;0x00000000;0x00000000
32;Apr 15, 2021 17:01:32.461316940 CEST;1618498892.461316940;nil;39;4;b0:e1:7e:19:27:68;-67;1546;0x000001ad;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
33;Apr 15, 2021 17:01:32.477614495 CEST;1618498892.477614495;nil;40;4;b0:e1:7e:19:27:68;-67;1549;0x000001ad;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
34;Apr 15, 2021 17:01:32.605250400 CEST;1618498892.605250400;nil;41;4;76:84:f3:06:59:71;-67;2008;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
35;Apr 15, 2021 17:01:32.609019619 CEST;1618498892.609019619;nil;42;4;02:56:03:ab:27:c8;-53;1740;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
36;Apr 15, 2021 17:01:32.631287248 CEST;1618498892.631287248;nil;43;4;3a:12:a3:8c:67:f5;-63;3854;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
37;Apr 15, 2021 17:01:32.863781951 CEST;1618498892.863781951;nil;44;4;30:c3:d9:47:23:7f;-71;2229;0x00000130;0x0000001c;0;11;(none);0x00000400;0x00000000;0x00000033
38;Apr 15, 2021 17:01:32.895530410 CEST;1618498892.895530410;nil;45;4;30:c3:d9:47:23:7f;-69;2231;0x00000130;0x0000001c;0;11;(none);0x00000400;0x00000000;0x00000033
39;Apr 15, 2021 17:01:32.903495818 CEST;1618498892.903495818;nil;46;4;02:00:00:00:00:00;-75;3877;0x0000012d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
40;Apr 15, 2021 17:01:32.957123094 CEST;1618498892.957123094;nil;47;4;6a:56:cc:ce:fb:51;-57;1846;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
41;Apr 15, 2021 17:01:33.261728106 CEST;1618498893.261728106;nil;48;4;b6:6d:07:8a:1f:ec;-63;233;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
42;Apr 15, 2021 17:01:33.381245199 CEST;1618498893.381245199;nil;49;4;9e:4b:76:aa:ed:9f;-61;3252;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
43;Apr 15, 2021 17:01:33.402093216 CEST;1618498893.402093216;nil;50;4;9e:4b:76:aa:ed:9f;-53;3253;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
44;Apr 15, 2021 17:01:33.813881783 CEST;1618498893.813881783;nil;52;4;fa:68:0f:70:e8:ea;-53;712;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
45;Apr 15, 2021 17:01:33.834901276 CEST;1618498893.834901276;nil;53;4;fa:68:0f:70:e8:ea;-51;713;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
46;Apr 15, 2021 17:01:33.990217827 CEST;1618498893.990217827;nil;54;4;a6:f2:65:67:06:78;-69;1540;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
47;Apr 15, 2021 17:01:34.031653178 CEST;1618498894.031653178;nil;55;4;76:63:c2:4a:f4:6a;-67;1314;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
48;Apr 15, 2021 17:01:34.617335929 CEST;1618498894.617335929;nil;56;4;30:c3:d9:47:23:7f;-77;2280;0x00000130;0x0000001c;0;25;(none);0x00000400;0x00000000;0x00000033
49;Apr 15, 2021 17:01:34.629130399 CEST;1618498894.629130399;nil;57;4;30:c3:d9:47:23:7f;-65;2281;0x00000130;0x0000001c;0;25;(none);0x00000400;0x00000000;0x00000033
50;Apr 15, 2021 17:01:34.836976409 CEST;1618498894.836976409;nil;58;4;7a:63:15:60:c0:53;-69;3742;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
51;Apr 15, 2021 17:01:35.365949625 CEST;1618498895.365949625;nil;59;4;3e:3a:cb:35:fa:69;-55;142;0x0000102c;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
52;Apr 15, 2021 17:01:35.388601929 CEST;1618498895.388601929;nil;60;4;3e:3a:cb:35:fa:69;-55;2311;0x0000102c;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
53;Apr 15, 2021 17:01:35.596293599 CEST;1618498895.596293599;nil;63;4;b8:27:eb:6b:c4:60;-6;3139;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
54;Apr 15, 2021 17:01:35.616845564 CEST;1618498895.616845564;nil;64;4;b8:27:eb:6b:c4:60;-6;3140;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
55;Apr 15, 2021 17:01:35.700251617 CEST;1618498895.700251617;nil;65;4;f2:73:ab:ce:b0:0e;-69;1437;0x0000402d;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
56;Apr 15, 2021 17:01:35.731519809 CEST;1618498895.731519809;nil;66;4;b8:27:eb:6b:c4:60;0;3145;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
57;Apr 15, 2021 17:01:35.751624188 CEST;1618498895.751624188;nil;67;4;b8:27:eb:6b:c4:60;0;3146;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
58;Apr 15, 2021 17:01:35.861922894 CEST;1618498895.861922894;nil;68;4;b8:27:eb:6b:c4:60;-6;3151;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
59;Apr 15, 2021 17:01:35.918655818 CEST;1618498895.918655818;nil;69;4;0e:7d:fb:13:61:39;-57;1409;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
60;Apr 15, 2021 17:01:35.995009460 CEST;1618498895.995009460;nil;70;4;22:82:a1:d8:f7:db;-51;3561;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
61;Apr 15, 2021 17:01:36.206908341 CEST;1618498896.206908341;nil;71;4;4e:50:7b:08:6e:c6;-65;1384;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
62;Apr 15, 2021 17:01:36.708550805 CEST;1618498896.708550805;nil;74;4;e2:d2:36:c9:f5:32;-51;407;0x000001ad;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
63;Apr 15, 2021 17:01:38.198104932 CEST;1618498898.198104932;nil;76;4;24:18:1d:a3:85:f7;-75;3616;0x000001ad;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
64;Apr 15, 2021 17:01:38.409714081 CEST;1618498898.409714081;nil;77;4;de:c5:ef:63:13:9a;-79;1546;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
65;Apr 15, 2021 17:01:38.437305352 CEST;1618498898.437305352;nil;78;4;62:d5:f9:8e:6a:9e;-53;321;0x0000402d;0x00000017;0;13;(none);0x00000000;0x00000000;0x00000000
66;Apr 15, 2021 17:01:38.438729841 CEST;1618498898.438729841;nil;79;4;62:d5:f9:8e:6a:9e;-53;322;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
67;Apr 15, 2021 17:01:38.518048055 CEST;1618498898.518048055;nil;80;4;24:18:1d:26:c1:56;-75;1273;0x000001ad;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
68;Apr 15, 2021 17:01:38.676507282 CEST;1618498898.676507282;nil;81;4;0e:1e:12:14:9c:6f;-71;1237;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
69;Apr 15, 2021 17:01:38.990154732 CEST;1618498898.990154732;nil;85;4;e2:8f:5c:0e:67:b4;-81;1018;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
70;Apr 15, 2021 17:01:39.084329550 CEST;1618498899.084329550;nil;87;4;e4:04:39:d7:0d:09;-53;48;0x0000012c;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
71;Apr 15, 2021 17:01:39.099382528 CEST;1618498899.099382528;nil;88;4;e4:04:39:d7:0d:09;-53;49;0x0000012c;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
72;Apr 15, 2021 17:01:39.109888373 CEST;1618498899.109888373;nil;89;4;e4:04:39:d7:0d:09;-53;50;0x0000012c;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
73;Apr 15, 2021 17:01:39.118063728 CEST;1618498899.118063728;nil;90;4;e4:04:39:d7:0d:09;-51;51;0x0000012c;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
74;Apr 15, 2021 17:01:39.326528811 CEST;1618498899.326528811;nil;91;4;12:a2:dd:b2:ae:0b;-77;2688;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
75;Apr 15, 2021 17:01:39.462435972 CEST;1618498899.462435972;nil;92;4;02:00:00:00:00:00;-63;3807;0x0000012d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
76;Apr 15, 2021 17:01:39.653092124 CEST;1618498899.653092124;nil;94;4;ae:f8:7e:72:5f:cb;-63;156;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
77;Apr 15, 2021 17:01:39.989141952 CEST;1618498899.989141952;nil;95;4;ae:37:12:1f:45:8c;-67;1236;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
78;Apr 15, 2021 17:01:40.022017872 CEST;1618498900.022017872;nil;96;4;92:33:26:e0:72:00;-59;1986;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
79;Apr 15, 2021 17:01:40.176857074 CEST;1618498900.176857074;nil;97;4;0a:04:cc:d2:c5:09;-69;3488;0x0000402d;0x00000017;0;7;(none);0x00000000;0x00000000;0x00000000
80;Apr 15, 2021 17:01:40.197116550 CEST;1618498900.197116550;nil;98;4;0a:04:cc:d2:c5:09;-61;3490;0x0000402d;0x00000017;0;7;(none);0x00000000;0x00000000;0x00000000
81;Apr 15, 2021 17:01:40.334166541 CEST;1618498900.334166541;nil;99;4;3a:6a:c5:44:28:33;-69;3754;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
82;Apr 15, 2021 17:01:40.352910219 CEST;1618498900.352910219;nil;100;4;3a:6a:c5:44:28:33;-69;3755;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
83;Apr 15, 2021 17:01:40.365496323 CEST;1618498900.365496323;nil;101;4;a2:04:26:29:67:3e;-71;160;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
84;Apr 15, 2021 17:01:40.404015608 CEST;1618498900.404015608;nil;102;4;a2:04:26:29:67:3e;-69;161;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
85;Apr 15, 2021 17:01:40.476703973 CEST;1618498900.476703973;nil;103;4;a2:ec:2a:e2:15:44;-49;822;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
86;Apr 15, 2021 17:01:40.497564762 CEST;1618498900.497564762;nil;104;4;a2:ec:2a:e2:15:44;-47;823;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
87;Apr 15, 2021 17:01:40.636953990 CEST;1618498900.636953990;nil;105;4;3a:8e:31:5a:48:6f;-69;2066;0x000001ef;0x00000013;0;0;(none);0x00000000;0x01000000;0x00000000
88;Apr 15, 2021 17:01:41.501938169 CEST;1618498901.501938169;nil;106;4;92:d3:45:32:ff:6a;-71;3790;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
89;Apr 15, 2021 17:01:41.655739008 CEST;1618498901.655739008;nil;107;4;fa:70:6c:dd:64:83;-59;3301;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
90;Apr 15, 2021 17:01:41.675559132 CEST;1618498901.675559132;nil;108;4;fa:70:6c:dd:64:83;-59;3302;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
91;Apr 15, 2021 17:01:42.065035647 CEST;1618498902.065035647;nil;109;4;5e:2c:fc:93:dd:4a;-73;3133;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
92;Apr 15, 2021 17:01:42.282299620 CEST;1618498902.282299620;nil;110;4;6c:ab:31:55:ac:c3;-69;2566;0x0000402d;0x00000017;0;7;(none);0x00000000;0x00000000;0x00000000
93;Apr 15, 2021 17:01:42.286582725 CEST;1618498902.286582725;nil;111;4;6c:ab:31:55:ac:c3;-67;2567;0x0000402d;0x00000017;0;7;(none);0x00000000;0x00000000;0x00000000
94;Apr 15, 2021 17:01:42.922934233 CEST;1618498902.922934233;nil;112;4;22:8f:f3:85:ce:15;-67;1735;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
95;Apr 15, 2021 17:01:43.000889752 CEST;1618498903.000889752;nil;113;4;6e:9f:9f:c8:ed:d5;-65;2464;0x0000402d;0x0000001b;0;18;(none);0x00000000;0x00000000;0x00000000
96;Apr 15, 2021 17:01:43.020689586 CEST;1618498903.020689586;nil;114;4;6e:9f:9f:c8:ed:d5;-69;2465;0x0000402d;0x0000001b;0;18;(none);0x00000000;0x00000000;0x00000000
97;Apr 15, 2021 17:01:43.147887407 CEST;1618498903.147887407;nil;115;4;7a:d4:d2:39:da:73;-67;2820;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
98;Apr 15, 2021 17:01:43.509107814 CEST;1618498903.509107814;nil;116;4;ea:61:54:25:c8:8f;-61;2373;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
99;Apr 15, 2021 17:01:43.526857990 CEST;1618498903.526857990;nil;117;4;ea:61:54:25:c8:8f;-67;2375;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
100;Apr 15, 2021 17:01:43.903826821 CEST;1618498903.903826821;nil;119;4;b2:17:f1:72:ef:02;-69;69;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
101;Apr 15, 2021 17:01:43.926687163 CEST;1618498903.926687163;nil;121;4;b2:17:f1:72:ef:02;-65;72;0x000001ad;0x00000013;0;9;(none);0x00000000;0x00000000;0x00000000
102;Apr 15, 2021 17:01:44.034905583 CEST;1618498904.034905583;nil;122;4;f2:1e:c4:b2:79:47;-71;1970;0x000001ad;0x00000013;0;7;(none);0x00000000;0x00000000;0x00000000
103;Apr 15, 2021 17:01:44.182485343 CEST;1618498904.182485343;nil;123;4;3e:bf:08:c8:69:da;-63;4077;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
104;Apr 15, 2021 17:01:44.252678077 CEST;1618498904.252678077;nil;124;4;0e:3f:09:a0:e9:61;-75;1710;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
105;Apr 15, 2021 17:01:44.274369257 CEST;1618498904.274369257;nil;125;4;82:cb:9d:b5:36:3b;-63;1442;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
106;Apr 15, 2021 17:01:44.305250321 CEST;1618498904.305250321;nil;126;4;82:cb:9d:b5:36:3b;-67;1443;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
107;Apr 15, 2021 17:01:45.150236180 CEST;1618498905.150236180;nil;130;4;8e:1f:2e:fa:b8:c8;-69;3058;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
108;Apr 15, 2021 17:01:45.170366699 CEST;1618498905.170366699;nil;131;4;8e:1f:2e:fa:b8:c8;-69;3059;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
109;Apr 15, 2021 17:01:45.360045349 CEST;1618498905.360045349;nil;132;4;0a:92:b2:f5:5a:65;-49;3434;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
110;Apr 15, 2021 17:01:45.380269553 CEST;1618498905.380269553;nil;133;4;0a:92:b2:f5:5a:65;-53;3435;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
111;Apr 15, 2021 17:01:45.408063860 CEST;1618498905.408063860;nil;134;4;0a:92:b2:f5:5a:65;-57;3436;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
112;Apr 15, 2021 17:01:45.938073324 CEST;1618498905.938073324;nil;135;4;4a:0b:6f:de:3b:7c;-47;3733;0x0000402d;0x00000017;0;13;(none);0x00000000;0x00000000;0x00000000
113;Apr 15, 2021 17:01:45.943806704 CEST;1618498905.943806704;nil;136;4;4a:0b:6f:de:3b:7c;-49;3734;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
114;Apr 15, 2021 17:01:45.959689873 CEST;1618498905.959689873;nil;137;4;4a:0b:6f:de:3b:7c;-49;3737;0x0000402d;0x00000017;0;13;(none);0x00000000;0x00000000;0x00000000
115;Apr 15, 2021 17:01:45.962782221 CEST;1618498905.962782221;nil;138;4;4a:0b:6f:de:3b:7c;-47;3738;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
116;Apr 15, 2021 17:01:45.985671138 CEST;1618498905.985671138;nil;139;4;4a:0b:6f:de:3b:7c;-49;3741;0x0000402d;0x00000017;0;13;(none);0x00000000;0x00000000;0x00000000
117;Apr 15, 2021 17:01:46.372873555 CEST;1618498906.372873555;nil;140;4;f0:cb:a1:1b:6f:21;-71;6;0x00000100;0x00000019;0;0;(none);0x00000000;0x00000000;0x00000000
118;Apr 15, 2021 17:01:46.389210174 CEST;1618498906.389210174;nil;141;4;4e:91:ab:0a:bd:99;-71;1592;0x000001ae;0x0000001b;0;8;(none);0x00000000;0x00000000;0x00000000
119;Apr 15, 2021 17:01:46.685913698 CEST;1618498906.685913698;nil;142;4;de:1c:b0:7a:20:23;-65;3186;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
120;Apr 15, 2021 17:01:46.722744255 CEST;1618498906.722744255;nil;143;4;6c:ab:31:55:ac:c3;-59;2676;0x0000402d;0x00000017;0;7;(none);0x00000000;0x00000000;0x00000000
121;Apr 15, 2021 17:01:46.810979167 CEST;1618498906.810979167;nil;146;4;42:aa:5d:25:76:48;-63;1794;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
122;Apr 15, 2021 17:01:46.834292739 CEST;1618498906.834292739;nil;147;4;42:aa:5d:25:76:48;-67;1795;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
123;Apr 15, 2021 17:01:47.138742462 CEST;1618498907.138742462;nil;151;4;4e:59:68:ba:30:4d;-71;202;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
124;Apr 15, 2021 17:01:47.464556457 CEST;1618498907.464556457;nil;153;4;4a:4c:5f:45:64:71;-73;2950;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
125;Apr 15, 2021 17:01:47.563586428 CEST;1618498907.563586428;nil;154;4;7a:c0:db:75:dc:56;-59;1784;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
126;Apr 15, 2021 17:01:47.663918634 CEST;1618498907.663918634;nil;155;4;7a:c0:db:75:dc:56;-65;1788;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
127;Apr 15, 2021 17:01:47.968434212 CEST;1618498907.968434212;nil;156;4;92:f9:3c:f7:89:d3;-73;1637;0x0000402d;0x00000017;0;7;(none);0x00000000;0x00000000;0x00000000
128;Apr 15, 2021 17:01:48.023623909 CEST;1618498908.023623909;nil;157;4;92:f9:3c:f7:89:d3;-73;1639;0x0000402d;0x00000017;0;7;(none);0x00000000;0x00000000;0x00000000
129;Apr 15, 2021 17:01:48.533455716 CEST;1618498908.533455716;nil;158;4;92:02:1b:06:86:de;-43;732;0x0000402d;0x00000017;0;13;(none);0x00000000;0x00000000;0x00000000
130;Apr 15, 2021 17:01:48.535033107 CEST;1618498908.535033107;nil;159;4;92:02:1b:06:86:de;-45;733;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
131;Apr 15, 2021 17:01:48.553258495 CEST;1618498908.553258495;nil;160;4;92:02:1b:06:86:de;-47;736;0x0000402d;0x00000017;0;13;(none);0x00000000;0x00000000;0x00000000
132;Apr 15, 2021 17:01:48.556371873 CEST;1618498908.556371873;nil;161;4;92:02:1b:06:86:de;-45;737;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
133;Apr 15, 2021 17:01:49.131614880 CEST;1618498909.131614880;nil;162;4;e4:04:39:d7:0d:09;-59;90;0x0000012c;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
134;Apr 15, 2021 17:01:50.776361171 CEST;1618498910.776361171;nil;163;4;56:a6:4a:33:88:5f;-71;2427;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
135;Apr 15, 2021 17:01:51.061554256 CEST;1618498911.061554256;nil;164;4;8c:b8:4a:6b:75:0e;-61;943;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
136;Apr 15, 2021 17:01:51.099179023 CEST;1618498911.099179023;nil;165;4;ca:04:9e:bd:a0:1f;-69;1141;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
