id;arr_ts;epoch_ts;vendor;frame_nr;subtype;mac_address;rssi;seq_num;ht_capabilities;ht_ampdu;tag_nr;tag_length;tag_mcs;tag_HTex;tag_TXbf;tag_Antsel
13;Apr 12, 2021 19:08:39.525115189 CEST;1618247319.5251153;nil;16;4;82:e8:ec:26:b7:b4;-49;251;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
14;Apr 12, 2021 19:08:39.551156424 CEST;1618247319.5511565;nil;17;4;82:e8:ec:26:b7:b4;-49;258;0x000001ad;0x00000013;0;17;(none);0x00000000;0x00000000;0x00000000
15;Apr 12, 2021 19:08:39.569616889 CEST;1618247319.5696166;nil;18;4;82:e8:ec:26:b7:b4;-39;261;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
16;Apr 12, 2021 19:08:39.571116637 CEST;1618247319.5711164;nil;19;4;82:e8:ec:26:b7:b4;-39;262;0x000001ad;0x00000013;0;5;(none);0x00000000;0x00000000;0x00000000
17;Apr 12, 2021 19:08:39.572629093 CEST;1618247319.5726292;nil;20;4;82:e8:ec:26:b7:b4;-39;263;0x000001ad;0x00000013;0;17;(none);0x00000000;0x00000000;0x00000000
18;Apr 12, 2021 19:08:39.574246133 CEST;1618247319.5742462;nil;21;4;82:e8:ec:26:b7:b4;-39;264;0x000001ad;0x00000013;0;18;(none);0x00000000;0x00000000;0x00000000
19;Apr 12, 2021 19:08:39.575872184 CEST;1618247319.575872;nil;22;4;82:e8:ec:26:b7:b4;-41;265;0x000001ad;0x00000013;0;14;(none);0x00000000;0x00000000;0x00000000
20;Apr 12, 2021 19:08:39.588211105 CEST;1618247319.5882113;nil;23;4;82:e8:ec:26:b7:b4;-39;266;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
21;Apr 12, 2021 19:08:39.591327476 CEST;1618247319.5913274;nil;24;4;82:e8:ec:26:b7:b4;-41;267;0x000001ad;0x00000013;0;5;(none);0x00000000;0x00000000;0x00000000
22;Apr 12, 2021 19:08:39.593124726 CEST;1618247319.5931249;nil;25;4;82:e8:ec:26:b7:b4;-41;268;0x000001ad;0x00000013;0;17;(none);0x00000000;0x00000000;0x00000000
23;Apr 12, 2021 19:08:39.594773901 CEST;1618247319.594774;nil;26;4;82:e8:ec:26:b7:b4;-41;269;0x000001ad;0x00000013;0;18;(none);0x00000000;0x00000000;0x00000000
24;Apr 12, 2021 19:08:39.596372347 CEST;1618247319.5963724;nil;27;4;82:e8:ec:26:b7:b4;-39;270;0x000001ad;0x00000013;0;14;(none);0x00000000;0x00000000;0x00000000
25;Apr 12, 2021 19:08:39.610432476 CEST;1618247319.6104324;nil;28;4;82:e8:ec:26:b7:b4;-35;271;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
26;Apr 12, 2021 19:08:39.631796446 CEST;1618247319.6317966;nil;29;4;82:e8:ec:26:b7:b4;-63;276;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
27;Apr 12, 2021 19:08:39.975298419 CEST;1618247319.9752986;nil;30;4;e2:ed:6e:66:2c:96;-63;3732;0x0000402d;0x00000017;0;8;(none);0x00000000;0x00000000;0x00000000
28;Apr 12, 2021 19:08:39.997325779 CEST;1618247319.9973254;nil;31;4;e2:ed:6e:66:2c:96;-67;3735;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
29;Apr 12, 2021 19:08:43.072637509 CEST;1618247323.0726376;nil;32;4;3e:58:96:3f:16:9e;-45;2190;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
30;Apr 12, 2021 19:08:43.093497987 CEST;1618247323.093498;nil;33;4;3e:58:96:3f:16:9e;-47;2191;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
31;Apr 12, 2021 19:08:44.184952466 CEST;1618247324.1849523;nil;35;4;80:82:23:3d:59:ff;-79;2938;0x0000402d;0x00000017;0;11;(none);0x00000000;0x00000000;0x00000000
32;Apr 12, 2021 19:08:44.186224609 CEST;1618247324.1862247;nil;36;4;80:82:23:3d:59:ff;-77;2939;0x0000402d;0x00000017;0;11;(none);0x00000000;0x00000000;0x00000000
33;Apr 12, 2021 19:08:44.633699178 CEST;1618247324.6336992;nil;38;4;a2:0a:1b:6c:0b:78;-57;359;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
34;Apr 12, 2021 19:08:44.653245014 CEST;1618247324.6532452;nil;39;4;a2:0a:1b:6c:0b:78;-57;360;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
35;Apr 12, 2021 19:08:44.666139719 CEST;1618247324.6661396;nil;40;4;92:13:ee:3a:25:dc;-77;1758;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
36;Apr 12, 2021 19:08:44.700941159 CEST;1618247324.700941;nil;41;4;a2:0a:1b:6c:0b:78;-55;362;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
37;Apr 12, 2021 19:08:44.963381232 CEST;1618247324.963381;nil;42;4;fc:15:b4:65:24:f0;-79;2163;0x00000160;0x00000003;0;19;(none);0x00000000;0x00000000;0x00000000
38;Apr 12, 2021 19:08:46.114065044 CEST;1618247326.114065;nil;46;4;6c:88:14:f5:d4:dc;-79;1377;0x0000093c;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
39;Apr 12, 2021 19:08:46.123140718 CEST;1618247326.1231408;nil;47;4;6c:88:14:f5:d4:dc;-79;1379;0x0000093c;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
40;Apr 12, 2021 19:08:47.700693675 CEST;1618247327.7006938;nil;49;4;ea:5d:5b:80:66:ec;-79;1214;0x0000012d;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
41;Apr 12, 2021 19:08:48.101730597 CEST;1618247328.1017306;nil;50;4;d2:13:eb:cd:ee:88;-65;394;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
42;Apr 12, 2021 19:08:48.143897180 CEST;1618247328.1438973;nil;51;4;d2:13:eb:cd:ee:88;-77;396;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
43;Apr 12, 2021 19:08:50.325022743 CEST;1618247330.3250227;nil;53;4;78:ab:bb:c8:12:9e;-75;2152;0x000001ac;0x00000002;0;0;(none);0x00000000;0x00000000;0x00000000
44;Apr 12, 2021 19:08:50.991711891 CEST;1618247330.9917116;nil;54;4;ee:6d:9d:c6:ea:ff;-63;2790;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
45;Apr 12, 2021 19:08:51.202840175 CEST;1618247331.20284;nil;55;4;3e:9f:67:92:b4:52;-75;3408;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
46;Apr 12, 2021 19:08:52.044342357 CEST;1618247332.0443425;nil;57;4;1e:07:ef:6c:23:38;-61;443;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
47;Apr 12, 2021 19:08:52.107938484 CEST;1618247332.1079385;nil;58;4;22:22:15:80:be:e3;-57;724;0x0000402d;0x00000017;0;17;(none);0x00000000;0x00000000;0x00000000
48;Apr 12, 2021 19:08:52.154116339 CEST;1618247332.1541164;nil;59;4;22:22:15:80:be:e3;-51;726;0x0000402d;0x00000017;0;17;(none);0x00000000;0x00000000;0x00000000
49;Apr 12, 2021 19:08:52.174342022 CEST;1618247332.1743422;nil;60;4;22:22:15:80:be:e3;-51;727;0x0000402d;0x00000017;0;17;(none);0x00000000;0x00000000;0x00000000
50;Apr 12, 2021 19:08:52.325335969 CEST;1618247332.325336;nil;61;4;4a:95:44:de:a2:74;-57;189;0x000001ef;0x00000013;0;15;(none);0x00000000;0x00000000;0x00000000
51;Apr 12, 2021 19:08:52.381222575 CEST;1618247332.3812225;nil;62;4;4a:95:44:de:a2:74;-51;194;0x000001ef;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
52;Apr 12, 2021 19:08:52.381752994 CEST;1618247332.381753;nil;63;4;4a:95:44:de:a2:74;-51;195;0x000001ef;0x00000013;0;15;(none);0x00000000;0x00000000;0x00000000
53;Apr 12, 2021 19:08:52.402198835 CEST;1618247332.4021988;nil;64;4;4a:95:44:de:a2:74;-51;196;0x000001ef;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
54;Apr 12, 2021 19:08:52.403665301 CEST;1618247332.4036653;nil;65;4;4a:95:44:de:a2:74;-49;197;0x000001ef;0x00000013;0;15;(none);0x00000000;0x00000000;0x00000000
55;Apr 12, 2021 19:08:52.422786707 CEST;1618247332.422787;nil;66;4;4a:95:44:de:a2:74;-49;198;0x000001ef;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
56;Apr 12, 2021 19:08:52.442578534 CEST;1618247332.4425786;nil;67;4;4a:95:44:de:a2:74;-47;200;0x000001ef;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
57;Apr 12, 2021 19:08:52.444085729 CEST;1618247332.4440858;nil;68;4;4a:95:44:de:a2:74;-65;201;0x000001ef;0x00000013;0;15;(none);0x00000000;0x00000000;0x00000000
58;Apr 12, 2021 19:08:52.514819864 CEST;1618247332.5148199;nil;69;4;4a:95:44:de:a2:74;-47;206;0x000001ef;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
59;Apr 12, 2021 19:08:53.581945461 CEST;1618247333.5819452;nil;71;4;0c:70:4a:7b:67:ad;-63;243;0x00000121;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
60;Apr 12, 2021 19:08:54.450599665 CEST;1618247334.4505997;nil;72;4;8e:eb:2b:b0:53:62;-83;3069;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
61;Apr 12, 2021 19:08:54.719232221 CEST;1618247334.7192323;nil;73;4;80:c5:e6:a8:91:d4;-35;442;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
62;Apr 12, 2021 19:08:54.742985944 CEST;1618247334.742986;nil;74;4;b8:27:eb:6b:c4:60;-35;1971;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
63;Apr 12, 2021 19:08:54.745032048 CEST;1618247334.745032;nil;75;4;80:c5:e6:a8:91:d4;-37;443;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
64;Apr 12, 2021 19:08:54.890805133 CEST;1618247334.890805;nil;76;4;b8:27:eb:6b:c4:60;-37;1978;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
65;Apr 12, 2021 19:08:55.048460209 CEST;1618247335.0484602;nil;77;4;b8:27:eb:6b:c4:60;-7;1984;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
66;Apr 12, 2021 19:08:55.068847768 CEST;1618247335.0688477;nil;78;4;b8:27:eb:6b:c4:60;-7;1985;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
67;Apr 12, 2021 19:08:55.179127379 CEST;1618247335.179127;nil;79;4;b8:27:eb:6b:c4:60;-7;1990;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
68;Apr 12, 2021 19:08:55.199434885 CEST;1618247335.199435;nil;80;4;b8:27:eb:6b:c4:60;-7;1991;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
69;Apr 12, 2021 19:08:55.201546303 CEST;1618247335.2015462;nil;81;4;da:a1:19:3a:be:c7;-27;1955;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
70;Apr 12, 2021 19:08:55.202515891 CEST;1618247335.2025158;nil;82;4;da:a1:19:3a:be:c7;-27;1956;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
71;Apr 12, 2021 19:08:55.220856824 CEST;1618247335.220857;nil;83;4;da:a1:19:3a:be:c7;-25;1957;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
72;Apr 12, 2021 19:08:55.264002528 CEST;1618247335.2640026;nil;84;4;da:a1:19:3a:be:c7;-25;1959;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
73;Apr 12, 2021 19:08:55.311287837 CEST;1618247335.3112876;nil;85;4;b8:27:eb:6b:c4:60;-73;1996;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
74;Apr 12, 2021 19:08:55.583335463 CEST;1618247335.5833354;nil;86;4;9e:68:86:14:b4:39;-69;2417;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
75;Apr 12, 2021 19:08:55.652969331 CEST;1618247335.6529694;nil;87;4;ba:01:1e:ae:59:e3;-51;601;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
76;Apr 12, 2021 19:08:55.954411388 CEST;1618247335.9544113;nil;88;4;06:1b:78:a1:21:79;-77;1678;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
77;Apr 12, 2021 19:08:57.570598200 CEST;1618247337.5705981;nil;92;4;f2:96:8b:86:07:06;-31;2037;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
78;Apr 12, 2021 19:08:57.593498481 CEST;1618247337.5934982;nil;93;4;f2:96:8b:86:07:06;-31;2039;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
79;Apr 12, 2021 19:08:58.654919880 CEST;1618247338.6549196;nil;94;4;96:68:95:6b:88:58;-65;581;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
80;Apr 12, 2021 19:08:59.381161695 CEST;1618247339.3811617;nil;95;4;80:c5:e6:a8:91:d4;-37;473;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
81;Apr 12, 2021 19:08:59.943280430 CEST;1618247339.9432802;nil;96;4;ca:4e:e8:62:09:9d;-79;490;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
82;Apr 12, 2021 19:08:59.967061393 CEST;1618247339.967061;nil;97;4;ca:4e:e8:62:09:9d;-59;491;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
83;Apr 12, 2021 19:09:00.116634759 CEST;1618247340.1166348;nil;98;4;4a:98:4c:48:fe:00;-75;671;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
84;Apr 12, 2021 19:09:00.506146252 CEST;1618247340.5061462;nil;99;4;d6:d2:d5:11:1e:e8;-75;497;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
85;Apr 12, 2021 19:09:00.526459540 CEST;1618247340.5264595;nil;100;4;d6:d2:d5:11:1e:e8;-71;498;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
86;Apr 12, 2021 19:09:01.926928564 CEST;1618247341.9269283;nil;101;4;60:1d:91:61:99:72;-81;2400;0x0000016e;0x00000003;0;10;(none);0x00000000;0x00000000;0x00000000
87;Apr 12, 2021 19:09:03.527186801 CEST;1618247343.5271869;nil;105;4;7a:e9:75:1e:35:e8;-73;1329;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
88;Apr 12, 2021 19:09:04.495008055 CEST;1618247344.495008;nil;112;4;80:c5:e6:a8:91:d4;-33;503;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
89;Apr 12, 2021 19:09:06.894888766 CEST;1618247346.8948889;nil;116;4;2a:23:cb:e2:16:a7;-69;702;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
90;Apr 12, 2021 19:09:06.983895968 CEST;1618247346.983896;nil;117;4;06:1e:1e:0b:6d:f5;-73;1119;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
91;Apr 12, 2021 19:09:07.669554646 CEST;1618247347.6695545;nil;118;4;a6:8b:22:06:54:1a;-61;1861;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
92;Apr 12, 2021 19:09:07.829898279 CEST;1618247347.8298984;nil;119;4;b2:66:e7:6d:e1:9b;-61;2851;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
93;Apr 12, 2021 19:09:08.134998428 CEST;1618247348.1349983;nil;120;4;f2:04:b3:87:25:f4;-79;2325;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
94;Apr 12, 2021 19:09:08.158630796 CEST;1618247348.1586306;nil;121;4;f2:04:b3:87:25:f4;-77;2331;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
95;Apr 12, 2021 19:09:09.173801058 CEST;1618247349.173801;nil;123;4;80:c5:e6:a8:91:d4;-35;532;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
96;Apr 12, 2021 19:09:09.193615332 CEST;1618247349.1936154;nil;124;4;80:c5:e6:a8:91:d4;-37;533;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
97;Apr 12, 2021 19:09:09.558358202 CEST;1618247349.5583582;nil;129;4;da:a1:19:80:63:b4;-73;182;0x0000016e;0x00000003;0;9;(none);0x00000000;0x00000000;0x00000000
98;Apr 12, 2021 19:09:09.559979356 CEST;1618247349.5599792;nil;130;4;da:a1:19:80:63:b4;-69;183;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
99;Apr 12, 2021 19:09:10.332361162 CEST;1618247350.3323612;nil;131;4;bc:8c:cd:27:e1:cd;-77;2968;0x000001ac;0x00000002;0;0;(none);0x00000000;0x00000000;0x00000000
100;Apr 12, 2021 19:09:10.337035354 CEST;1618247350.3370352;nil;132;4;bc:8c:cd:27:e1:cd;-77;2969;0x000001ac;0x00000002;0;0;(none);0x00000000;0x00000000;0x00000000
101;Apr 12, 2021 19:09:10.803715340 CEST;1618247350.8037152;nil;134;4;fc:15:b4:65:24:f0;-61;2477;0x00000160;0x00000003;0;19;(none);0x00000000;0x00000000;0x00000000
102;Apr 12, 2021 19:09:10.805009150 CEST;1618247350.8050094;nil;135;4;fc:15:b4:65:24:f0;-59;2478;0x00000160;0x00000003;0;19;(none);0x00000000;0x00000000;0x00000000
103;Apr 12, 2021 19:09:10.806196187 CEST;1618247350.8061957;nil;136;4;fc:15:b4:65:24:f0;-59;2479;0x00000160;0x00000003;0;19;(none);0x00000000;0x00000000;0x00000000
104;Apr 12, 2021 19:09:10.914256358 CEST;1618247350.9142563;nil;137;4;16:d3:71:6f:95:42;-81;2787;0x0000402d;0x0000001b;0;14;(none);0x00000000;0x00000000;0x00000000
105;Apr 12, 2021 19:09:11.193871265 CEST;1618247351.1938713;nil;138;4;3c:84:6a:f5:06:0e;-61;645;0x0000002c;0x00000017;0;27;(none);0x00000000;0x00000000;0x00000000
106;Apr 12, 2021 19:09:12.046580226 CEST;1618247352.04658;nil;139;4;72:6f:3a:7c:6e:7f;-39;1266;0x000001ad;0x00000013;0;18;(none);0x00000000;0x00000000;0x00000000
107;Apr 12, 2021 19:09:12.071714894 CEST;1618247352.0717149;nil;140;4;72:6f:3a:7c:6e:7f;-43;1274;0x000001ad;0x00000013;0;5;(none);0x00000000;0x00000000;0x00000000
108;Apr 12, 2021 19:09:12.076703046 CEST;1618247352.076703;nil;141;4;72:6f:3a:7c:6e:7f;-41;1277;0x000001ad;0x00000013;0;14;(none);0x00000000;0x00000000;0x00000000
109;Apr 12, 2021 19:09:12.078393264 CEST;1618247352.0783932;nil;142;4;72:6f:3a:7c:6e:7f;-43;1278;0x000001ad;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
110;Apr 12, 2021 19:09:12.082520265 CEST;1618247352.0825202;nil;143;4;72:6f:3a:7c:6e:7f;-39;1279;0x000001ad;0x00000013;0;5;(none);0x00000000;0x00000000;0x00000000
111;Apr 12, 2021 19:09:12.089735409 CEST;1618247352.0897353;nil;144;4;72:6f:3a:7c:6e:7f;-43;1281;0x000001ad;0x00000013;0;18;(none);0x00000000;0x00000000;0x00000000
112;Apr 12, 2021 19:09:12.115086380 CEST;1618247352.1150863;nil;145;4;72:6f:3a:7c:6e:7f;-43;1287;0x000001ad;0x00000013;0;14;(none);0x00000000;0x00000000;0x00000000
113;Apr 12, 2021 19:09:12.891145497 CEST;1618247352.8911452;nil;148;4;06:92:a7:ce:b3:f2;-77;537;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
114;Apr 12, 2021 19:09:13.065444987 CEST;1618247353.0654447;nil;149;4;78:ab:bb:c8:12:9e;-61;2253;0x000001ac;0x00000002;0;0;(none);0x00000000;0x00000000;0x00000000
115;Apr 12, 2021 19:09:14.087451692 CEST;1618247354.0874515;nil;150;4;c4:46:19:3b:fc:18;-69;1125;0x000001ce;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
116;Apr 12, 2021 19:09:14.110105669 CEST;1618247354.1101055;nil;151;4;c4:46:19:3b:fc:18;-59;1126;0x000001ce;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
117;Apr 12, 2021 19:09:15.153546710 CEST;1618247355.1535468;nil;152;4;52:8b:dd:d9:a8:e4;-65;2971;0x0000012d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
118;Apr 12, 2021 19:09:15.495623570 CEST;1618247355.4956236;nil;153;4;80:c5:e6:a8:91:d4;-35;585;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
119;Apr 12, 2021 19:09:15.512150744 CEST;1618247355.5121508;nil;154;4;bc:54:36:1a:5c:29;-81;2304;0x0000402d;0x00000017;0;5;(none);0x00000000;0x00000000;0x00000000
120;Apr 12, 2021 19:09:15.515443261 CEST;1618247355.515443;nil;155;4;80:c5:e6:a8:91:d4;-35;586;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
121;Apr 12, 2021 19:09:15.749968027 CEST;1618247355.749968;nil;159;4;80:c5:e6:a8:91:d4;-41;594;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
122;Apr 12, 2021 19:09:16.226501244 CEST;1618247356.2265012;nil;162;4;80:c5:e6:a8:91:d4;-35;611;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
123;Apr 12, 2021 19:09:16.246106507 CEST;1618247356.2461061;nil;163;4;80:c5:e6:a8:91:d4;-35;612;0x0000012c;0x0000001b;0;23;(none);0x00000000;0x00000000;0x00000000
124;Apr 12, 2021 19:09:16.447706562 CEST;1618247356.4477062;nil;166;4;e0:ba:e3:f7:d1:3a;-77;771;0x0000016f;0x00000017;0;9;(none);0x00000000;0x00000000;0x00000000
125;Apr 12, 2021 19:09:17.091243343 CEST;1618247357.0912433;nil;167;4;80:c5:e6:a8:91:d4;-37;624;0x0000012c;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
126;Apr 12, 2021 19:09:17.282743916 CEST;1618247357.282744;nil;169;4;fc:15:b4:65:24:f0;-71;2559;0x00000160;0x00000003;0;19;(none);0x00000000;0x00000000;0x00000000
127;Apr 12, 2021 19:09:17.528989579 CEST;1618247357.5289896;nil;173;4;80:c5:e6:a8:91:d4;-31;639;0x0000012c;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
128;Apr 12, 2021 19:09:17.587277135 CEST;1618247357.5872772;nil;175;4;80:c5:e6:a8:91:d4;-33;641;0x0000012c;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
129;Apr 12, 2021 19:09:17.606884950 CEST;1618247357.6068847;nil;176;4;80:c5:e6:a8:91:d4;-35;642;0x0000012c;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
130;Apr 12, 2021 19:09:18.305472448 CEST;1618247358.3054724;nil;177;4;80:c5:e6:a8:91:d4;-35;665;0x0000012c;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
131;Apr 12, 2021 19:09:19.478996748 CEST;1618247359.4789968;nil;178;4;ce:6a:86:d4:fa:a9;-71;1013;0x0000002d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
132;Apr 12, 2021 19:09:20.490774283 CEST;1618247360.4907742;nil;179;4;46:d9:d3:d9:f3:d7;-75;709;0x0000016f;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
133;Apr 12, 2021 19:09:20.501470174 CEST;1618247360.50147;nil;180;4;0a:4f:b0:3c:f4:72;-45;2114;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
134;Apr 12, 2021 19:09:20.601305769 CEST;1618247360.6013055;nil;181;4;96:f4:f6:7d:36:87;-77;1424;0x0000402d;0x0000001b;0;11;(none);0x00000000;0x00000000;0x00000000
135;Apr 12, 2021 19:09:20.791504304 CEST;1618247360.7915044;nil;182;4;ae:eb:99:50:85:39;-49;812;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
136;Apr 12, 2021 19:09:21.092803391 CEST;1618247361.0928032;nil;183;4;96:9e:90:b0:bc:69;-81;3289;0x0000c12c;0x0000001e;0;0;(none);0x00000000;0x00000000;0x00000000
