id;arr_ts;epoch_ts;vendor;frame_nr;subtype;mac_address;rssi;seq_num;ht_capabilities;ht_ampdu;tag_nr;tag_length;tag_mcs;tag_HTex;tag_TXbf;tag_Antsel
56;Apr 12, 2021 11:23:09.068530702 CEST;1618219389.068530702;nil;59;4;9c:32:ce:40:ff:d4;-79;3382;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
57;Apr 12, 2021 11:23:09.176472644 CEST;1618219389.176472644;nil;60;4;9c:32:ce:40:ff:d4;-81;3385;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
58;Apr 12, 2021 11:23:09.617057717 CEST;1618219389.617057717;nil;61;4;38:8b:59:b2:a0:d0;-81;1542;0x00000062;0x00000003;0;28;(none);0x00000000;0x09e1e008;0x00000000
59;Apr 12, 2021 11:23:09.619690094 CEST;1618219389.619690094;nil;62;4;38:8b:59:b2:a0:d0;-81;1544;0x00000062;0x00000003;0;28;(none);0x00000000;0x09e1e008;0x00000000
60;Apr 12, 2021 11:23:09.620945050 CEST;1618219389.620945050;nil;63;4;38:8b:59:b2:a0:d0;-81;1545;0x00000062;0x00000003;0;28;(none);0x00000000;0x09e1e008;0x00000000
61;Apr 12, 2021 11:23:10.477459106 CEST;1618219390.477459106;nil;64;4;02:af:36:d4:dd:dc;-61;1909;0x00001163;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
62;Apr 12, 2021 11:23:10.651535997 CEST;1618219390.651535997;nil;65;4;8e:99:18:e0:cf:4a;-83;1243;0x0000012d;0x00000017;0;9;(none);0x00000000;0x00000000;0x00000000
63;Apr 12, 2021 11:23:10.665658141 CEST;1618219390.665658141;nil;66;4;9c:32:ce:40:ff:d4;-71;3417;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
64;Apr 12, 2021 11:23:11.465153103 CEST;1618219391.465153103;nil;67;4;7c:2e:bd:06:2d:15;-83;3749;0x00000062;0x00000003;0;17;(none);0x00000000;0x09e1e008;0x00000000
65;Apr 12, 2021 11:23:11.471691336 CEST;1618219391.471691336;nil;68;4;7c:2e:bd:06:2d:15;-81;3755;0x00000062;0x00000003;0;0;(none);0x00000000;0x09e1e008;0x00000000
66;Apr 12, 2021 11:23:12.083918354 CEST;1618219392.083918354;nil;69;4;74:c6:3b:12:f2:8d;-81;3658;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
67;Apr 12, 2021 11:23:12.122456816 CEST;1618219392.122456816;nil;70;4;74:c6:3b:12:f2:8d;-83;3659;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
68;Apr 12, 2021 11:23:12.228714616 CEST;1618219392.228714616;nil;71;4;ba:25:9e:c8:cb:8e;-75;3264;0x00004021;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
69;Apr 12, 2021 11:23:12.292884390 CEST;1618219392.292884390;nil;72;4;ba:25:9e:c8:cb:8e;-75;3267;0x00004021;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
70;Apr 12, 2021 11:23:12.524334048 CEST;1618219392.524334048;nil;73;4;2c:dc:ad:b5:2b:5d;-67;421;0x00001121;0x00000017;0;24;(none);0x00000000;0x00000000;0x00000000
71;Apr 12, 2021 11:23:12.527400268 CEST;1618219392.527400268;nil;74;4;2c:dc:ad:b5:2b:5d;-69;422;0x00001121;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
72;Apr 12, 2021 11:23:12.564679041 CEST;1618219392.564679041;nil;75;4;2c:dc:ad:b5:2b:5d;-75;423;0x00001121;0x00000017;0;24;(none);0x00000000;0x00000000;0x00000000
73;Apr 12, 2021 11:23:12.567530078 CEST;1618219392.567530078;nil;76;4;2c:dc:ad:b5:2b:5d;-75;424;0x00001121;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
74;Apr 12, 2021 11:23:14.746708909 CEST;1618219394.746708909;nil;78;4;9c:32:ce:40:ff:d4;-75;3509;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
75;Apr 12, 2021 11:23:16.133711992 CEST;1618219396.133711992;nil;79;4;9c:32:ce:40:ff:d4;-83;3540;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
76;Apr 12, 2021 11:23:17.519918951 CEST;1618219397.519918951;nil;80;4;9c:32:ce:40:ff:d4;-69;3571;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
77;Apr 12, 2021 11:23:18.907523705 CEST;1618219398.907523705;nil;81;4;9c:32:ce:40:ff:d4;-65;3602;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
78;Apr 12, 2021 11:23:18.935766349 CEST;1618219398.935766349;nil;82;4;1e:45:63:44:74:fb;-47;1087;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
79;Apr 12, 2021 11:23:19.225837617 CEST;1618219399.225837617;nil;83;4;2c:dc:ad:b5:2b:5d;-75;485;0x00001121;0x00000017;0;24;(none);0x00000000;0x00000000;0x00000000
80;Apr 12, 2021 11:23:19.228485998 CEST;1618219399.228485998;nil;84;4;2c:dc:ad:b5:2b:5d;-73;486;0x00001121;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
81;Apr 12, 2021 11:23:19.266946772 CEST;1618219399.266946772;nil;85;4;2c:dc:ad:b5:2b:5d;-71;487;0x00001121;0x00000017;0;24;(none);0x00000000;0x00000000;0x00000000
82;Apr 12, 2021 11:23:20.292075823 CEST;1618219400.292075823;nil;86;4;9c:32:ce:40:ff:d4;-65;3633;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
83;Apr 12, 2021 11:23:20.741676104 CEST;1618219400.741676104;nil;87;4;ae:52:d2:62:11:11;-83;1216;0x00000020;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
84;Apr 12, 2021 11:23:21.290041787 CEST;1618219401.290041787;nil;88;4;aa:9a:d9:5b:03:d2;-75;3629;0x0000402d;0x0000001b;0;14;(none);0x00000000;0x00000000;0x00000000
85;Apr 12, 2021 11:23:21.300177248 CEST;1618219401.300177248;nil;89;4;aa:9a:d9:5b:03:d2;-77;3630;0x0000402d;0x0000001b;0;14;(none);0x00000000;0x00000000;0x00000000
86;Apr 12, 2021 11:23:21.678437446 CEST;1618219401.678437446;nil;90;4;9c:32:ce:40:ff:d4;-77;3664;0x0000007e;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
87;Apr 12, 2021 11:23:22.992868014 CEST;1618219402.992868014;nil;91;4;ec:10:7b:6b:21:fc;-33;1474;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
88;Apr 12, 2021 11:23:22.994059208 CEST;1618219402.994059208;nil;92;4;ec:10:7b:6b:21:fc;-33;1475;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
89;Apr 12, 2021 11:23:23.053250668 CEST;1618219403.053250668;nil;93;4;74:c2:46:1f:ea:f6;-77;3238;0x0000003c;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
90;Apr 12, 2021 11:23:23.112232626 CEST;1618219403.112232626;nil;94;4;74:c2:46:1f:ea:f6;-73;3239;0x0000003c;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
91;Apr 12, 2021 11:23:23.157259478 CEST;1618219403.157259478;nil;95;4;ec:10:7b:6b:21:fc;-59;1477;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
92;Apr 12, 2021 11:23:24.615543882 CEST;1618219404.615543882;nil;96;4;44:07:0b:37:b3:5f;-79;3781;0x00000062;0x00000003;0;17;(none);0x00000000;0x09e1e008;0x00000000
93;Apr 12, 2021 11:23:24.616816356 CEST;1618219404.616816356;nil;97;4;44:07:0b:37:b3:5f;-83;3782;0x00000062;0x00000003;0;17;(none);0x00000000;0x09e1e008;0x00000000
94;Apr 12, 2021 11:23:24.617973241 CEST;1618219404.617973241;nil;98;4;44:07:0b:37:b3:5f;-83;3783;0x00000062;0x00000003;0;17;(none);0x00000000;0x09e1e008;0x00000000
95;Apr 12, 2021 11:23:24.619140027 CEST;1618219404.619140027;nil;99;4;44:07:0b:37:b3:5f;-81;3784;0x00000062;0x00000003;0;17;(none);0x00000000;0x09e1e008;0x00000000
96;Apr 12, 2021 11:23:26.402128446 CEST;1618219406.402128446;nil;100;4;ce:96:14:57:c0:3b;-77;4057;0x000001ad;0x0000001b;0;6;(none);0x00000000;0x00000000;0x00000000
97;Apr 12, 2021 11:23:28.006015370 CEST;1618219408.006015370;nil;101;4;b2:bb:f2:36:5d:04;-37;1329;0x000001ef;0x00000013;0;0;(none);0x00000000;0x00000000;0x00000000
98;Apr 12, 2021 11:23:29.891755753 CEST;1618219409.891755753;nil;102;4;60:32:b1:44:5a:76;-75;1157;0x0000002c;0x00000017;0;17;(none);0x00000000;0x00000000;0x00000000
99;Apr 12, 2021 11:23:30.090327144 CEST;1618219410.090327144;nil;103;4;00:35:ff:12:81:8b;-79;2298;0x00001030;0x0000001c;0;0;(none);0x00000000;0x00000000;0x00000000
100;Apr 12, 2021 11:23:30.095123596 CEST;1618219410.095123596;nil;104;4;00:35:ff:12:81:8b;-77;2300;0x00001030;0x0000001c;0;0;(none);0x00000000;0x00000000;0x00000000
101;Apr 12, 2021 11:23:31.675311559 CEST;1618219411.675311559;nil;105;4;96:bc:f8:8b:7b:7c;-51;3053;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
102;Apr 12, 2021 11:23:31.695528326 CEST;1618219411.695528326;nil;106;4;96:bc:f8:8b:7b:7c;-53;3054;0x0000402d;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
103;Apr 12, 2021 11:23:32.739782178 CEST;1618219412.739782178;nil;107;4;20:df:b9:6c:37:fc;-77;2835;0x00000062;0x00000003;0;17;(none);0x00000000;0x09e1e008;0x00000000
104;Apr 12, 2021 11:23:32.742083159 CEST;1618219412.742083159;nil;108;4;20:df:b9:6c:37:fc;-79;2837;0x00000062;0x00000003;0;17;(none);0x00000000;0x09e1e008;0x00000000
105;Apr 12, 2021 11:23:33.329791024 CEST;1618219413.329791024;nil;109;4;da:a1:19:c6:a5:89;-83;558;0x000011ad;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
106;Apr 12, 2021 11:23:34.311037114 CEST;1618219414.311037114;nil;110;4;ec:10:7b:6b:21:fc;-35;1498;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
107;Apr 12, 2021 11:23:34.494392448 CEST;1618219414.494392448;nil;111;4;ec:10:7b:6b:21:fc;-31;1500;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
108;Apr 12, 2021 11:23:34.495546598 CEST;1618219414.495546598;nil;112;4;ec:10:7b:6b:21:fc;-31;1501;0x0000016e;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
109;Apr 12, 2021 11:23:36.321022304 CEST;1618219416.321022304;nil;113;4;42:16:11:71:52:11;-75;40;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
110;Apr 12, 2021 11:23:37.560312157 CEST;1618219417.560312157;nil;114;4;4a:8e:49:5b:63:e7;-77;1227;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
111;Apr 12, 2021 11:23:38.243205341 CEST;1618219418.243205341;nil;115;4;84:ba:3b:5d:ea:21;-83;846;0x0000003c;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
112;Apr 12, 2021 11:23:38.682371995 CEST;1618219418.682371995;nil;116;4;0c:ae:7d:e0:7a:a6;-83;3130;0x00001030;0x0000001c;0;0;(none);0x00000000;0x00000000;0x00000000
113;Apr 12, 2021 11:23:39.384758712 CEST;1618219419.384758712;nil;117;4;b2:92:8e:29:72:08;-81;2050;0x0000402d;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
114;Apr 12, 2021 11:23:39.640826454 CEST;1618219419.640826454;nil;118;4;84:ba:3b:5d:ea:21;-83;915;0x0000003c;0x00000000;0;9;(none);0x00000000;0x00000000;0x00000000
115;Apr 12, 2021 11:23:41.346583728 CEST;1618219421.346583728;nil;121;4;ee:ce:1e:e5:e9:34;-81;661;0x000001ad;0x0000001b;0;0;(none);0x00000400;0x0d47e606;0x00000000
116;Apr 12, 2021 11:23:41.460362541 CEST;1618219421.460362541;nil;122;4;ee:ce:1e:e5:e9:34;-83;665;0x000001ad;0x0000001b;0;0;(none);0x00000400;0x0d47e606;0x00000000
117;Apr 12, 2021 11:23:42.540215143 CEST;1618219422.540215143;nil;123;4;ee:00:4e:e0:32:3b;-71;44;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
118;Apr 12, 2021 11:23:42.940512850 CEST;1618219422.940512850;nil;124;4;1a:dc:33:69:ca:16;-77;2076;0x0000402d;0x00000017;0;14;(none);0x00000000;0x00000000;0x00000000
119;Apr 12, 2021 11:23:42.961209623 CEST;1618219422.961209623;nil;125;4;1a:dc:33:69:ca:16;-73;2077;0x0000402d;0x00000017;0;14;(none);0x00000000;0x00000000;0x00000000
120;Apr 12, 2021 11:23:43.466986439 CEST;1618219423.466986439;nil;126;4;10:5b:ad:d5:d0:0c;-77;1350;0x00000020;0x0000001a;0;0;(none);0x00000000;0x00000000;0x00000000
121;Apr 12, 2021 11:23:48.002091624 CEST;1618219428.002091624;nil;127;4;ee:ce:1e:e5:e9:34;-81;717;0x000001ad;0x0000001b;0;0;(none);0x00000400;0x0d47e606;0x00000000
122;Apr 12, 2021 11:23:48.056965062 CEST;1618219428.056965062;nil;128;4;ee:ce:1e:e5:e9:34;-65;719;0x000001ad;0x0000001b;0;0;(none);0x00000400;0x0d47e606;0x00000000
123;Apr 12, 2021 11:23:48.270216424 CEST;1618219428.270216424;nil;129;4;9a:db:60:6c:47:b9;-83;3288;0x0000402d;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
124;Apr 12, 2021 11:23:48.291460613 CEST;1618219428.291460613;nil;130;4;9a:db:60:6c:47:b9;-79;3289;0x0000402d;0x0000001b;0;17;(none);0x00000000;0x00000000;0x00000000
125;Apr 12, 2021 11:23:48.455893252 CEST;1618219428.455893252;nil;131;4;b8:27:eb:6b:c4:60;-43;732;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
126;Apr 12, 2021 11:23:48.478765360 CEST;1618219428.478765360;nil;132;4;b8:27:eb:6b:c4:60;-39;733;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
127;Apr 12, 2021 11:23:48.565259671 CEST;1618219428.565259671;nil;133;4;b8:27:eb:6b:c4:60;-39;737;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
128;Apr 12, 2021 11:23:48.586847295 CEST;1618219428.586847295;nil;134;4;b8:27:eb:6b:c4:60;-33;738;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
129;Apr 12, 2021 11:23:48.774091495 CEST;1618219428.774091495;nil;135;4;d6:21:e9:e9:da:0d;-57;48;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
130;Apr 12, 2021 11:23:48.814292905 CEST;1618219428.814292905;nil;136;4;d6:21:e9:e9:da:0d;-51;49;0x000011ef;0x0000001b;0;0;(none);0x00000000;0x00000000;0x00000000
131;Apr 12, 2021 11:23:48.978470743 CEST;1618219428.978470743;nil;137;4;b8:27:eb:6b:c4:60;-7;756;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
132;Apr 12, 2021 11:23:48.999357583 CEST;1618219428.999357583;nil;140;4;b8:27:eb:6b:c4:60;-7;757;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
133;Apr 12, 2021 11:23:49.132505474 CEST;1618219429.132505474;nil;141;4;b8:27:eb:6b:c4:60;-7;763;0x00001063;0x00000017;0;0;(none);0x00000000;0x00000000;0x00000000
134;Apr 12, 2021 11:23:49.870435718 CEST;1618219429.870435718;nil;142;4;f4:a9:97:1e:de:00;-83;2777;0x0000003c;0x00000000;0;14;(none);0x00000000;0x00000000;0x00000000
135;Apr 12, 2021 11:23:50.740931944 CEST;1618219430.740931944;nil;143;4;aa:0c:2d:cd:9f:3c;-71;1206;0x0000016f;0x00000003;0;0;(none);0x00000000;0x00000000;0x00000000
